t,G,I,B,Te,Treg
24.57,-6464.9684,2806.2478,0.0000,13.8211,982.7599
24.580000000000002,-6467.7100,2806.2198,0.0000,13.8305,982.7526
24.59,-6470.4515,2806.1917,-0.0000,13.8400,982.7454
24.6,-6473.1929,2806.1637,-0.0000,13.8494,982.7381
24.61,-6475.9343,2806.1356,-0.0000,13.8589,982.7308
24.62,-6478.6756,2806.1075,0.0000,13.8683,982.7235
24.63,-6481.4168,2806.0795,0.0000,13.8778,982.7163
24.64,-6484.1581,2806.0514,0.0000,13.8872,982.7090
24.650000000000002,-6486.8992,2806.0233,-0.0000,13.8967,982.7018
24.66,-6489.6403,2805.9953,-0.0000,13.9061,982.6945
24.67,-6492.3813,2805.9672,0.0000,13.9156,982.6872
24.68,-6495.1223,2805.9392,0.0000,13.9251,982.6800
24.69,-6497.8633,2805.9111,-0.0000,13.9345,982.6727
24.7,-6500.6041,2805.8830,-0.0000,13.9440,982.6655
24.71,-6503.3450,2805.8550,0.0000,13.9534,982.6582
24.72,-6506.0857,2805.8269,0.0000,13.9629,982.6510
24.73,-6508.8264,2805.7989,0.0000,13.9723,982.6437
24.740000000000002,-6511.5671,2805.7708,-0.0000,13.9818,982.6365
24.75,-6514.3077,2805.7428,-0.0000,13.9912,982.6292
24.76,-6517.0482,2805.7147,0.0000,14.0007,982.6220
24.77,-6519.7887,2805.6866,0.0000,14.0102,982.6148
24.78,-6522.5291,2805.6586,0.0000,14.0196,982.6075
24.79,-6525.2695,2805.6305,-0.0000,14.0291,982.6003
24.8,-6528.0098,2805.6025,-0.0000,14.0385,982.5931
24.810000000000002,-6530.7501,2805.5744,-0.0000,14.0480,982.5858
24.82,-6533.4903,2805.5464,0.0000,14.0574,982.5786
24.830000000000002,-6536.2305,2805.5183,0.0000,14.0669,982.5714
24.84,-6538.9706,2805.4903,0.0000,14.0764,982.5641
24.85,-6541.7106,2805.4622,-0.0000,14.0858,982.5569
24.86,-6544.4506,2805.4341,-0.0000,14.0953,982.5497
24.87,-6547.1905,2805.4061,0.0000,14.1047,982.5425
24.88,-6549.9304,2805.3780,0.0000,14.1142,982.5353
24.89,-6552.6702,2805.3500,0.0000,14.1237,982.5280
24.900000000000002,-6555.4100,2805.3219,-0.0000,14.1331,982.5208
24.91,-6558.1497,2805.2939,-0.0000,14.1426,982.5136
24.92,-6560.8893,2805.2658,0.0000,14.1520,982.5064
24.93,-6563.6289,2805.2378,0.0000,14.1615,982.4992
24.94,-6566.3685,2805.2097,-0.0000,14.1709,982.4920
24.95,-6569.1080,2805.1817,-0.0000,14.1804,982.4848
24.96,-6571.8474,2805.1536,-0.0000,14.1899,982.4776
24.97,-6574.5868,2805.1256,0.0000,14.1993,982.4704
24.98,-6577.3261,2805.0975,0.0000,14.2088,982.4632
24.990000000000002,-6580.0654,2805.0695,-0.0000,14.2182,982.4560
25.0,-6582.8046,2805.0414,-0.0000,14.2277,982.4488
25.01,-6585.5437,2805.0134,-0.0000,14.2371,982.4416
25.02,-6588.2828,2804.9853,0.0000,14.2466,982.4344
25.03,-6591.0219,2804.9573,0.0000,14.2561,982.4272
25.04,-6593.7609,2804.9292,0.0000,14.2655,982.4200
25.05,-6596.4998,2804.9012,-0.0000,14.2750,982.4128
25.060000000000002,-6599.2387,2804.8731,-0.0000,14.2844,982.4056
25.07,-6601.9775,2804.8451,0.0000,14.2939,982.3985
25.080000000000002,-6604.7163,2804.8170,0.0000,14.3033,982.3913
25.09,-6607.4550,2804.7890,0.0000,14.3128,982.3841
25.1,-6610.1936,2804.7609,-0.0000,14.3223,982.3769
25.11,-6612.9322,2804.7329,-0.0000,14.3317,982.3697
25.12,-6615.6708,2804.7048,0.0000,14.3412,982.3626
25.13,-6618.4093,2804.6768,0.0000,14.3506,982.3554
25.14,-6621.1477,2804.6487,-0.0000,14.3601,982.3482
25.150000000000002,-6623.8861,2804.6207,-0.0000,14.3695,982.3411
25.16,-6626.6244,2804.5926,-0.0000,14.3790,982.3339
25.17,-6629.3627,2804.5646,0.0000,14.3884,982.3267
25.18,-6632.1009,2804.5365,0.0000,14.3979,982.3196
25.19,-6634.8391,2804.5085,-0.0000,14.4073,982.3124
25.2,-6637.5772,2804.4805,-0.0000,14.4168,982.3052
25.21,-6640.3152,2804.4524,-0.0000,14.4262,982.2981
25.22,-6643.0532,2804.4244,0.0000,14.4357,982.2909
25.23,-6645.7911,2804.3963,0.0000,14.4451,982.2838
25.240000000000002,-6648.5290,2804.3683,0.0000,14.4546,982.2766
25.25,-6651.2668,2804.3402,-0.0000,14.4640,982.2695
25.26,-6654.0046,2804.3122,-0.0000,14.4735,982.2623
25.27,-6656.7423,2804.2842,0.0000,14.4829,982.2552
25.28,-6659.4800,2804.2561,0.0000,14.4924,982.2480
25.29,-6662.2176,2804.2281,0.0000,14.5018,982.2409
25.3,-6664.9551,2804.2000,-0.0000,14.5113,982.2337
25.310000000000002,-6667.6926,2804.1720,-0.0000,14.5207,982.2266
25.32,-6670.4301,2804.1439,0.0000,14.5302,982.2195
25.330000000000002,-6673.1675,2804.1159,0.0000,14.5396,982.2123
25.34,-6675.9048,2804.0879,-0.0000,14.5491,982.2052
25.35,-6678.6421,2804.0598,-0.0000,14.5585,982.1981
25.36,-6681.3793,2804.0318,-0.0000,14.5679,982.1909
25.37,-6684.1164,2804.0037,0.0000,14.5774,982.1838
25.38,-6686.8535,2803.9757,0.0000,14.5868,982.1767
25.39,-6689.5906,2803.9477,-0.0000,14.5963,982.1695
25.400000000000002,-6692.3276,2803.9196,-0.0000,14.6057,982.1624
25.41,-6695.0645,2803.8916,-0.0000,14.6152,982.1553
25.42,-6697.8014,2803.8635,0.0000,14.6246,982.1482
25.43,-6700.5382,2803.8355,0.0000,14.6340,982.1411
25.44,-6703.2750,2803.8075,0.0000,14.6435,982.1339
25.45,-6706.0117,2803.7794,-0.0000,14.6529,982.1268
25.46,-6708.7484,2803.7514,-0.0000,14.6623,982.1197
25.47,-6711.4850,2803.7233,0.0000,14.6718,982.1126
25.48,-6714.2215,2803.6953,0.0000,14.6812,982.1055
25.490000000000002,-6716.9580,2803.6673,0.0000,14.6907,982.0984
25.5,-6719.6945,2803.6392,-0.0000,14.7001,982.0913
25.51,-6722.4309,2803.6112,0.0000,14.7095,982.0842
25.52,-6725.1672,2803.5832,0.0000,14.7190,982.0771
25.53,-6727.9035,2803.5551,0.0000,14.7284,982.0700
25.54,-6730.6397,2803.5271,-0.0000,14.7378,982.0629
25.55,-6733.3758,2803.4991,-0.0000,14.7472,982.0558
25.560000000000002,-6736.1119,2803.4710,0.0000,14.7567,982.0487
25.57,-6738.8480,2803.4430,0.0000,14.7661,982.0416
25.580000000000002,-6741.5840,2803.4150,0.0000,14.7755,982.0345
25.59,-6744.3199,2803.3869,-0.0000,14.7850,982.0274
25.6,-6747.0558,2803.3589,-0.0000,14.7944,982.0203
25.61,-6749.7917,2803.3309,-0.0000,14.8038,982.0133
25.62,-6752.5274,2803.3028,0.0000,14.8132,982.0062
25.63,-6755.2631,2803.2748,0.0000,14.8227,981.9991
25.64,-6757.9988,2803.2468,0.0000,14.8321,981.9920
25.650000000000002,-6760.7344,2803.2187,-0.0000,14.8415,981.9849
25.66,-6763.4700,2803.1907,0.0000,14.8509,981.9779
25.67,-6766.2055,2803.1627,0.0000,14.8603,981.9708
25.68,-6768.9409,2803.1346,0.0000,14.8697,981.9637
25.69,-6771.6763,2803.1066,-0.0000,14.8792,981.9566
25.7,-6774.4116,2803.0786,-0.0000,14.8886,981.9496
25.71,-6777.1469,2803.0505,0.0000,14.8980,981.9425
25.72,-6779.8821,2803.0225,0.0000,14.9074,981.9354
25.73,-6782.6173,2802.9945,-0.0000,14.9168,981.9284
25.740000000000002,-6785.3524,2802.9664,-0.0000,14.9262,981.9213
25.75,-6788.0875,2802.9384,-0.0000,14.9356,981.9143
25.76,-6790.8225,2802.9104,0.0000,14.9451,981.9072
25.77,-6793.5574,2802.8824,0.0000,14.9545,981.9002
25.78,-6796.2923,2802.8543,-0.0000,14.9639,981.8931
25.79,-6799.0271,2802.8263,-0.0000,14.9733,981.8860
25.8,-6801.7619,2802.7983,-0.0000,14.9827,981.8790
25.810000000000002,-6804.4966,2802.7702,0.0000,14.9921,981.8720
25.82,-6807.2313,2802.7422,0.0000,15.0015,981.8649
25.830000000000002,-6809.9659,2802.7142,0.0000,15.0109,981.8579
25.84,-6812.7005,2802.6862,-0.0000,15.0203,981.8508
25.85,-6815.4350,2802.6581,-0.0000,15.0297,981.8438
25.86,-6818.1694,2802.6301,0.0000,15.0391,981.8367
25.87,-6820.9038,2802.6021,0.0000,15.0485,981.8297
25.88,-6823.6381,2802.5741,0.0000,15.0579,981.8227
25.89,-6826.3724,2802.5460,-0.0000,15.0673,981.8156
25.900000000000002,-6829.1066,2802.5180,0.0000,15.0767,981.8086
25.91,-6831.8408,2802.4900,0.0000,15.0861,981.8016
25.92,-6834.5749,2802.4620,0.0000,15.0954,981.7945
25.93,-6837.3090,2802.4339,-0.0000,15.1048,981.7875
25.94,-6840.0430,2802.4059,-0.0000,15.1142,981.7805
25.95,-6842.7769,2802.3779,0.0000,15.1236,981.7735
25.96,-6845.5108,2802.3499,0.0000,15.1330,981.7664
25.97,-6848.2447,2802.3218,0.0000,15.1424,981.7594
25.98,-6850.9785,2802.2938,-0.0000,15.1518,981.7524
25.990000000000002,-6853.7122,2802.2658,-0.0000,15.1611,981.7454
26.0,-6856.4459,2802.2378,-0.0000,15.1705,981.7384
26.01,-6859.1795,2802.2097,0.0000,15.1799,981.7314
26.02,-6861.9130,2802.1817,0.0000,15.1893,981.7244
26.03,-6864.6465,2802.1537,-0.0000,15.1986,981.7174
26.04,-6867.3800,2802.1257,-0.0000,15.2080,981.7103
26.05,-6870.1134,2802.0977,0.0000,15.2174,981.7033
26.060000000000002,-6872.8467,2802.0696,0.0000,15.2268,981.6963
26.07,-6875.5800,2802.0416,0.0000,15.2361,981.6893
26.080000000000002,-6878.3132,2802.0136,-0.0000,15.2455,981.6823
26.09,-6881.0464,2801.9856,-0.0000,15.2549,981.6753
26.1,-6883.7795,2801.9576,0.0000,15.2642,981.6683
26.11,-6886.5126,2801.9295,0.0000,15.2736,981.6614
26.12,-6889.2456,2801.9015,-0.0000,15.2830,981.6544
26.13,-6891.9785,2801.8735,-0.0000,15.2923,981.6474
26.14,-6894.7114,2801.8455,-0.0000,15.3017,981.6404
26.150000000000002,-6897.4443,2801.8175,0.0000,15.3110,981.6334
26.16,-6900.1771,2801.7894,0.0000,15.3204,981.6264
26.17,-6902.9098,2801.7614,-0.0000,15.3297,981.6194
26.18,-6905.6425,2801.7334,-0.0000,15.3391,981.6125
26.19,-6908.3751,2801.7054,-0.0000,15.3484,981.6055
26.2,-6911.1076,2801.6774,0.0000,15.3578,981.5985
26.21,-6913.8402,2801.6494,0.0000,15.3671,981.5915
26.22,-6916.5726,2801.6213,0.0000,15.3765,981.5845
26.23,-6919.3050,2801.5933,-0.0000,15.3858,981.5776
26.240000000000002,-6922.0373,2801.5653,0.0000,15.3952,981.5706
26.25,-6924.7696,2801.5373,0.0000,15.4045,981.5636
26.26,-6927.5019,2801.5093,0.0000,15.4139,981.5567
26.27,-6930.2340,2801.4813,-0.0000,15.4232,981.5497
26.28,-6932.9662,2801.4533,-0.0000,15.4325,981.5427
26.29,-6935.6982,2801.4252,0.0000,15.4419,981.5358
26.3,-6938.4302,2801.3972,0.0000,15.4512,981.5288
26.310000000000002,-6941.1622,2801.3692,-0.0000,15.4605,981.5219
26.32,-6943.8941,2801.3412,-0.0000,15.4699,981.5149
26.330000000000002,-6946.6259,2801.3132,-0.0000,15.4792,981.5080
26.34,-6949.3577,2801.2852,0.0000,15.4885,981.5010
26.35,-6952.0895,2801.2572,0.0000,15.4978,981.4941
26.36,-6954.8211,2801.2291,-0.0000,15.5072,981.4871
26.37,-6957.5528,2801.2011,-0.0000,15.5165,981.4802
26.38,-6960.2843,2801.1731,-0.0000,15.5258,981.4732
26.39,-6963.0158,2801.1451,0.0000,15.5351,981.4663
26.400000000000002,-6965.7473,2801.1171,0.0000,15.5444,981.4593
26.41,-6968.4787,2801.0891,0.0000,15.5538,981.4524
26.42,-6971.2101,2801.0611,-0.0000,15.5631,981.4455
26.43,-6973.9413,2801.0331,0.0000,15.5724,981.4385
26.44,-6976.6726,2801.0051,0.0000,15.5817,981.4316
26.45,-6979.4038,2800.9770,0.0000,15.5910,981.4247
26.46,-6982.1349,2800.9490,-0.0000,15.6003,981.4177
26.47,-6984.8660,2800.9210,-0.0000,15.6096,981.4108
26.48,-6987.5970,2800.8930,0.0000,15.6189,981.4039
26.490000000000002,-6990.3279,2800.8650,0.0000,15.6282,981.3970
26.5,-6993.0588,2800.8370,-0.0000,15.6375,981.3900
26.51,-6995.7897,2800.8090,-0.0000,15.6468,981.3831
26.52,-6998.5205,2800.7810,-0.0000,15.6561,981.3762
26.53,-7001.2512,2800.7530,0.0000,15.6654,981.3693
26.54,-7003.9819,2800.7250,0.0000,15.6747,981.3624
26.55,-7006.7125,2800.6970,-0.0000,15.6840,981.3554
26.560000000000002,-7009.4431,2800.6690,-0.0000,15.6932,981.3485
26.57,-7012.1736,2800.6409,-0.0000,15.7025,981.3416
26.580000000000002,-7014.9041,2800.6129,0.0000,15.7118,981.3347
26.59,-7017.6345,2800.5849,0.0000,15.7211,981.3278
26.6,-7020.3648,2800.5569,0.0000,15.7304,981.3209
26.61,-7023.0951,2800.5289,-0.0000,15.7396,981.3140
26.62,-7025.8254,2800.5009,0.0000,15.7489,981.3071
26.63,-7028.5556,2800.4729,0.0000,15.7582,981.3002
26.64,-7031.2857,2800.4449,0.0000,15.7675,981.2933
26.650000000000002,-7034.0158,2800.4169,-0.0000,15.7767,981.2864
26.66,-7036.7458,2800.3889,-0.0000,15.7860,981.2795
26.67,-7039.4757,2800.3609,0.0000,15.7953,981.2726
26.68,-7042.2056,2800.3329,0.0000,15.8045,981.2657
26.69,-7044.9355,2800.3049,-0.0000,15.8138,981.2588
26.7,-7047.6653,2800.2769,-0.0000,15.8230,981.2520
26.71,-7050.3950,2800.2489,-0.0000,15.8323,981.2451
26.72,-7053.1247,2800.2209,0.0000,15.8415,981.2382
26.73,-7055.8544,2800.1929,0.0000,15.8508,981.2313
26.740000000000002,-7058.5839,2800.1649,-0.0000,15.8600,981.2244
26.75,-7061.3135,2800.1369,-0.0000,15.8693,981.2175
26.76,-7064.0429,2800.1089,-0.0000,15.8785,981.2107
26.77,-7066.7723,2800.0809,0.0000,15.8878,981.2038
26.78,-7069.5017,2800.0529,0.0000,15.8970,981.1969
26.79,-7072.2310,2800.0249,-0.0000,15.9063,981.1901
26.8,-7074.9602,2799.9969,-0.0000,15.9155,981.1832
26.810000000000002,-7077.6894,2799.9689,-0.0000,15.9247,981.1763
26.82,-7080.4186,2799.9409,0.0000,15.9340,981.1695
26.830000000000002,-7083.1476,2799.9129,0.0000,15.9432,981.1626
26.84,-7085.8767,2799.8849,-0.0000,15.9524,981.1557
26.85,-7088.6056,2799.8569,-0.0000,15.9616,981.1489
26.86,-7091.3345,2799.8289,0.0000,15.9709,981.1420
26.87,-7094.0634,2799.8009,0.0000,15.9801,981.1352
26.88,-7096.7922,2799.7729,0.0000,15.9893,981.1283
26.89,-7099.5210,2799.7449,-0.0000,15.9985,981.1214
26.900000000000002,-7102.2496,2799.7169,0.0000,16.0077,981.1146
26.91,-7104.9783,2799.6889,0.0000,16.0169,981.1077
26.92,-7107.7069,2799.6609,0.0000,16.0262,981.1009
26.93,-7110.4354,2799.6329,-0.0000,16.0354,981.0941
26.94,-7113.1639,2799.6049,-0.0000,16.0446,981.0872
26.95,-7115.8923,2799.5769,0.0000,16.0538,981.0804
26.96,-7118.6206,2799.5489,0.0000,16.0630,981.0735
26.97,-7121.3489,2799.5209,-0.0000,16.0722,981.0667
26.98,-7124.0772,2799.4929,-0.0000,16.0814,981.0599
26.990000000000002,-7126.8054,2799.4649,-0.0000,16.0906,981.0530
27.0,-7129.5335,2799.4369,0.0000,16.0998,981.0462
27.01,-7132.2616,2799.4089,0.0000,16.1089,981.0394
27.02,-7134.9896,2799.3809,-0.0000,16.1181,981.0325
27.03,-7137.7176,2799.3530,-0.0000,16.1273,981.0257
27.04,-7140.4455,2799.3250,-0.0000,16.1365,981.0189
27.05,-7143.1734,2799.2970,0.0000,16.1457,981.0121
27.060000000000002,-7145.9012,2799.2690,0.0000,16.1548,981.0052
27.07,-7148.6290,2799.2410,-0.0000,16.1640,980.9984
27.080000000000002,-7151.3567,2799.2130,-0.0000,16.1732,980.9916
27.09,-7154.0843,2799.1850,0.0000,16.1824,980.9848
27.1,-7156.8119,2799.1570,0.0000,16.1915,980.9780
27.11,-7159.5394,2799.1290,0.0000,16.2007,980.9711
27.12,-7162.2669,2799.1010,-0.0000,16.2099,980.9643
27.13,-7164.9943,2799.0730,-0.0000,16.2190,980.9575
27.14,-7167.7217,2799.0450,0.0000,16.2282,980.9507
27.150000000000002,-7170.4490,2799.0170,0.0000,16.2373,980.9439
27.16,-7173.1762,2798.9891,-0.0000,16.2465,980.9371
27.17,-7175.9034,2798.9611,-0.0000,16.2556,980.9303
27.18,-7178.6306,2798.9331,0.0000,16.2648,980.9235
27.19,-7181.3577,2798.9051,0.0000,16.2739,980.9167
27.2,-7184.0847,2798.8771,-0.0000,16.2831,980.9099
27.21,-7186.8117,2798.8491,-0.0000,16.2922,980.9031
27.22,-7189.5386,2798.8211,-0.0000,16.3013,980.8963
27.23,-7192.2655,2798.7931,0.0000,16.3105,980.8895
27.240000000000002,-7194.9923,2798.7651,0.0000,16.3196,980.8827
27.25,-7197.7190,2798.7372,-0.0000,16.3287,980.8759
27.26,-7200.4457,2798.7092,-0.0000,16.3379,980.8692
27.27,-7203.1724,2798.6812,-0.0000,16.3470,980.8624
27.28,-7205.8990,2798.6532,0.0000,16.3561,980.8556
27.29,-7208.6255,2798.6252,0.0000,16.3652,980.8488
27.3,-7211.3520,2798.5972,-0.0000,16.3744,980.8420
27.310000000000002,-7214.0784,2798.5692,-0.0000,16.3835,980.8353
27.32,-7216.8048,2798.5413,0.0000,16.3926,980.8285
27.330000000000002,-7219.5311,2798.5133,0.0000,16.4017,980.8217
27.34,-7222.2574,2798.4853,0.0000,16.4108,980.8149
27.35,-7224.9836,2798.4573,-0.0000,16.4199,980.8082
27.36,-7227.7097,2798.4293,0.0000,16.4290,980.8014
27.37,-7230.4358,2798.4013,0.0000,16.4381,980.7946
27.38,-7233.1619,2798.3733,0.0000,16.4472,980.7879
27.39,-7235.8879,2798.3454,-0.0000,16.4563,980.7811
27.400000000000002,-7238.6138,2798.3174,-0.0000,16.4654,980.7743
27.41,-7241.3397,2798.2894,0.0000,16.4745,980.7676
27.42,-7244.0655,2798.2614,0.0000,16.4836,980.7608
27.43,-7246.7912,2798.2334,-0.0000,16.4926,980.7541
27.44,-7249.5169,2798.2055,-0.0000,16.5017,980.7473
27.45,-7252.2426,2798.1775,-0.0000,16.5108,980.7406
27.46,-7254.9682,2798.1495,0.0000,16.5199,980.7338
27.47,-7257.6937,2798.1215,0.0000,16.5289,980.7271
27.48,-7260.4192,2798.0935,0.0000,16.5380,980.7203
27.490000000000002,-7263.1447,2798.0655,-0.0000,16.5471,980.7136
27.5,-7265.8700,2798.0376,0.0000,16.5562,980.7068
27.51,-7268.5954,2798.0096,0.0000,16.5652,980.7001
27.52,-7271.3206,2797.9816,0.0000,16.5743,980.6933
27.53,-7274.0458,2797.9536,-0.0000,16.5833,980.6866
27.54,-7276.7710,2797.9256,0.0000,16.5924,980.6799
27.55,-7279.4961,2797.8977,0.0000,16.6014,980.6731
27.560000000000002,-7282.2211,2797.8697,0.0000,16.6105,980.6664
27.57,-7284.9461,2797.8417,-0.0000,16.6195,980.6597
27.580000000000002,-7287.6711,2797.8137,-0.0000,16.6286,980.6529
27.59,-7290.3959,2797.7858,0.0000,16.6376,980.6462
27.6,-7293.1208,2797.7578,0.0000,16.6466,980.6395
27.61,-7295.8455,2797.7298,-0.0000,16.6557,980.6328
27.62,-7298.5702,2797.7018,-0.0000,16.6647,980.6260
27.63,-7301.2949,2797.6738,-0.0000,16.6737,980.6193
27.64,-7304.0195,2797.6459,0.0000,16.6828,980.6126
27.650000000000002,-7306.7440,2797.6179,0.0000,16.6918,980.6059
27.66,-7309.4685,2797.5899,0.0000,16.7008,980.5992
27.67,-7312.1930,2797.5619,-0.0000,16.7098,980.5924
27.68,-7314.9174,2797.5340,0.0000,16.7188,980.5857
27.69,-7317.6417,2797.5060,0.0000,16.7278,980.5790
27.7,-7320.3660,2797.4780,0.0000,16.7369,980.5723
27.71,-7323.0902,2797.4500,-0.0000,16.7459,980.5656
27.72,-7325.8143,2797.4221,-0.0000,16.7549,980.5589
27.73,-7328.5384,2797.3941,0.0000,16.7639,980.5522
27.740000000000002,-7331.2625,2797.3661,0.0000,16.7729,980.5455
27.75,-7333.9865,2797.3381,-0.0000,16.7819,980.5388
27.76,-7336.7104,2797.3102,-0.0000,16.7908,980.5321
27.77,-7339.4343,2797.2822,0.0000,16.7998,980.5254
27.78,-7342.1581,2797.2542,0.0000,16.8088,980.5187
27.79,-7344.8819,2797.2263,-0.0000,16.8178,980.5120
27.8,-7347.6056,2797.1983,-0.0000,16.8268,980.5053
27.810000000000002,-7350.3293,2797.1703,-0.0000,16.8358,980.4986
27.82,-7353.0529,2797.1423,0.0000,16.8447,980.4919
27.830000000000002,-7355.7765,2797.1144,0.0000,16.8537,980.4853
27.84,-7358.5000,2797.0864,0.0000,16.8627,980.4786
27.85,-7361.2234,2797.0584,-0.0000,16.8716,980.4719
27.86,-7363.9468,2797.0305,0.0000,16.8806,980.4652
27.87,-7366.6701,2797.0025,0.0000,16.8896,980.4585
27.88,-7369.3934,2796.9745,0.0000,16.8985,980.4518
27.89,-7372.1166,2796.9465,-0.0000,16.9075,980.4452
27.900000000000002,-7374.8398,2796.9186,-0.0000,16.9164,980.4385
27.91,-7377.5629,2796.8906,0.0000,16.9254,980.4318
27.92,-7380.2860,2796.8626,0.0000,16.9343,980.4252
27.93,-7383.0090,2796.8347,-0.0000,16.9433,980.4185
27.94,-7385.7319,2796.8067,-0.0000,16.9522,980.4118
27.95,-7388.4548,2796.7787,0.0000,16.9611,980.4052
27.96,-7391.1777,2796.7508,0.0000,16.9701,980.3985
27.97,-7393.9004,2796.7228,-0.0000,16.9790,980.3918
27.98,-7396.6232,2796.6948,-0.0000,16.9879,980.3852
27.990000000000002,-7399.3458,2796.6669,-0.0000,16.9968,980.3785
28.0,-7402.0684,2796.6389,0.0000,17.0058,980.3719
28.01,-7404.7910,2796.6109,0.0000,17.0147,980.3652
28.02,-7407.5135,2796.5830,0.0000,17.0236,980.3585
28.03,-7410.2360,2796.5550,-0.0000,17.0325,980.3519
28.04,-7412.9584,2796.5270,0.0000,17.0414,980.3452
28.05,-7415.6807,2796.4991,0.0000,17.0503,980.3386
28.060000000000002,-7418.4030,2796.4711,0.0000,17.0592,980.3320
28.07,-7421.1252,2796.4431,-0.0000,17.0681,980.3253
28.080000000000002,-7423.8474,2796.4152,-0.0000,17.0770,980.3187
28.09,-7426.5695,2796.3872,0.0000,17.0859,980.3120
28.1,-7429.2916,2796.3592,0.0000,17.0948,980.3054
28.11,-7432.0136,2796.3313,-0.0000,17.1037,980.2988
28.12,-7434.7355,2796.3033,-0.0000,17.1126,980.2921
28.13,-7437.4574,2796.2754,0.0000,17.1215,980.2855
28.14,-7440.1793,2796.2474,0.0000,17.1303,980.2788
28.150000000000002,-7442.9011,2796.2194,-0.0000,17.1392,980.2722
28.16,-7445.6228,2796.1915,-0.0000,17.1481,980.2656
28.17,-7448.3445,2796.1635,-0.0000,17.1569,980.2590
28.18,-7451.0661,2796.1355,0.0000,17.1658,980.2523
28.19,-7453.7877,2796.1076,0.0000,17.1747,980.2457
28.2,-7456.5092,2796.0796,0.0000,17.1835,980.2391
28.21,-7459.2306,2796.0517,-0.0000,17.1924,980.2325
28.22,-7461.9520,2796.0237,0.0000,17.2012,980.2259
28.23,-7464.6734,2795.9957,0.0000,17.2101,980.2192
28.240000000000002,-7467.3947,2795.9678,0.0000,17.2189,980.2126
28.25,-7470.1159,2795.9398,-0.0000,17.2278,980.2060
28.26,-7472.8371,2795.9119,0.0000,17.2366,980.1994
28.27,-7475.5582,2795.8839,0.0000,17.2455,980.1928
28.28,-7478.2793,2795.8559,0.0000,17.2543,980.1862
28.29,-7481.0003,2795.8280,-0.0000,17.2631,980.1796
28.3,-7483.7213,2795.8000,-0.0000,17.2720,980.1730
28.310000000000002,-7486.4422,2795.7721,0.0000,17.2808,980.1664
28.32,-7489.1630,2795.7441,0.0000,17.2896,980.1598
28.330000000000002,-7491.8838,2795.7162,-0.0000,17.2984,980.1532
28.34,-7494.6046,2795.6882,-0.0000,17.3072,980.1466
28.35,-7497.3252,2795.6602,-0.0000,17.3160,980.1400
28.36,-7500.0459,2795.6323,0.0000,17.3249,980.1334
28.37,-7502.7664,2795.6043,0.0000,17.3337,980.1268
28.38,-7505.4870,2795.5764,-0.0000,17.3425,980.1202
28.39,-7508.2074,2795.5484,-0.0000,17.3513,980.1136
28.400000000000002,-7510.9278,2795.5205,0.0000,17.3601,980.1070
28.41,-7513.6482,2795.4925,0.0000,17.3689,980.1004
28.42,-7516.3685,2795.4646,-0.0000,17.3776,980.0938
28.43,-7519.0887,2795.4366,-0.0000,17.3864,980.0873
28.44,-7521.8089,2795.4086,0.0000,17.3952,980.0807
28.45,-7524.5290,2795.3807,0.0000,17.4040,980.0741
28.46,-7527.2491,2795.3527,-0.0000,17.4128,980.0675
28.47,-7529.9691,2795.3248,-0.0000,17.4215,980.0610
28.48,-7532.6891,2795.2968,0.0000,17.4303,980.0544
28.490000000000002,-7535.4090,2795.2689,0.0000,17.4391,980.0478
28.5,-7538.1289,2795.2409,0.0000,17.4478,980.0412
28.51,-7540.8487,2795.2130,-0.0000,17.4566,980.0347
28.52,-7543.5684,2795.1850,-0.0000,17.4654,980.0281
28.53,-7546.2881,2795.1571,0.0000,17.4741,980.0215
28.54,-7549.0078,2795.1291,0.0000,17.4829,980.0150
28.55,-7551.7273,2795.1012,0.0000,17.4916,980.0084
28.560000000000002,-7554.4469,2795.0732,-0.0000,17.5004,980.0019
28.57,-7557.1663,2795.0453,0.0000,17.5091,979.9953
28.580000000000002,-7559.8858,2795.0173,0.0000,17.5178,979.9887
28.59,-7562.6051,2794.9894,0.0000,17.5266,979.9822
28.6,-7565.3244,2794.9614,-0.0000,17.5353,979.9756
28.61,-7568.0437,2794.9335,-0.0000,17.5440,979.9691
28.62,-7570.7629,2794.9055,0.0000,17.5528,979.9625
28.63,-7573.4820,2794.8776,0.0000,17.5615,979.9560
28.64,-7576.2011,2794.8496,-0.0000,17.5702,979.9494
28.650000000000002,-7578.9201,2794.8217,-0.0000,17.5789,979.9429
28.66,-7581.6391,2794.7937,0.0000,17.5876,979.9363
28.67,-7584.3580,2794.7658,0.0000,17.5963,979.9298
28.68,-7587.0769,2794.7378,-0.0000,17.6050,979.9233
28.69,-7589.7957,2794.7099,-0.0000,17.6137,979.9167
28.7,-7592.5144,2794.6819,-0.0000,17.6224,979.9102
28.71,-7595.2331,2794.6540,0.0000,17.6311,979.9037
28.72,-7597.9518,2794.6260,0.0000,17.6398,979.8971
28.73,-7600.6704,2794.5981,-0.0000,17.6485,979.8906
28.740000000000002,-7603.3889,2794.5701,-0.0000,17.6572,979.8841
28.75,-7606.1074,2794.5422,0.0000,17.6659,979.8775
28.76,-7608.8258,2794.5143,0.0000,17.6745,979.8710
28.77,-7611.5442,2794.4863,-0.0000,17.6832,979.8645
28.78,-7614.2625,2794.4584,-0.0000,17.6919,979.8580
