t,G,I,B,Te,Treg
15.38,-3921.9316,2832.1561,0.0000,7.0490,990.1328
15.39,-3924.7244,2832.1278,0.0000,7.0530,990.1242
15.4,-3927.5173,2832.0995,0.0000,7.0570,990.1156
15.41,-3930.3100,2832.0712,0.0000,7.0610,990.1070
15.42,-3933.1027,2832.0428,-0.0000,7.0650,990.0984
15.43,-3935.8954,2832.0145,-0.0000,7.0690,990.0897
15.44,-3938.6880,2831.9862,-0.0000,7.0730,990.0811
15.450000000000001,-3941.4805,2831.9579,-0.0000,7.0770,990.0725
15.46,-3944.2730,2831.9296,-0.0000,7.0811,990.0639
15.47,-3947.0654,2831.9012,-0.0000,7.0851,990.0553
15.48,-3949.8578,2831.8729,0.0000,7.0892,990.0467
15.49,-3952.6501,2831.8446,0.0000,7.0932,990.0381
15.5,-3955.4424,2831.8163,0.0000,7.0973,990.0295
15.51,-3958.2346,2831.7880,0.0000,7.1014,990.0209
15.52,-3961.0267,2831.7596,0.0000,7.1055,990.0123
15.530000000000001,-3963.8188,2831.7313,-0.0000,7.1096,990.0037
15.540000000000001,-3966.6109,2831.7030,-0.0000,7.1137,989.9952
15.55,-3969.4028,2831.6747,-0.0000,7.1178,989.9866
15.56,-3972.1948,2831.6464,0.0000,7.1219,989.9780
15.57,-3974.9866,2831.6181,0.0000,7.1261,989.9694
15.58,-3977.7784,2831.5897,0.0000,7.1302,989.9608
15.59,-3980.5702,2831.5614,0.0000,7.1344,989.9522
15.6,-3983.3619,2831.5331,0.0000,7.1385,989.9436
15.610000000000001,-3986.1535,2831.5048,-0.0000,7.1427,989.9350
15.620000000000001,-3988.9451,2831.4765,-0.0000,7.1469,989.9264
15.63,-3991.7367,2831.4482,0.0000,7.1511,989.9178
15.64,-3994.5281,2831.4199,0.0000,7.1553,989.9092
15.65,-3997.3195,2831.3915,0.0000,7.1595,989.9007
15.66,-4000.1109,2831.3632,0.0000,7.1637,989.8921
15.67,-4002.9022,2831.3349,-0.0000,7.1679,989.8835
15.68,-4005.6935,2831.3066,-0.0000,7.1721,989.8749
15.69,-4008.4846,2831.2783,-0.0000,7.1764,989.8663
15.700000000000001,-4011.2758,2831.2500,-0.0000,7.1806,989.8577
15.71,-4014.0669,2831.2217,-0.0000,7.1849,989.8492
15.72,-4016.8579,2831.1934,0.0000,7.1892,989.8406
15.73,-4019.6488,2831.1650,0.0000,7.1934,989.8320
15.74,-4022.4398,2831.1367,0.0000,7.1977,989.8234
15.75,-4025.2306,2831.1084,0.0000,7.2020,989.8149
15.76,-4028.0214,2831.0801,-0.0000,7.2063,989.8063
15.77,-4030.8122,2831.0518,-0.0000,7.2106,989.7977
15.780000000000001,-4033.6028,2831.0235,-0.0000,7.2149,989.7891
15.790000000000001,-4036.3935,2830.9952,-0.0000,7.2193,989.7806
15.8,-4039.1840,2830.9669,-0.0000,7.2236,989.7720
15.81,-4041.9746,2830.9386,0.0000,7.2280,989.7634
15.82,-4044.7650,2830.9102,0.0000,7.2323,989.7548
15.83,-4047.5554,2830.8819,0.0000,7.2367,989.7463
15.84,-4050.3458,2830.8536,0.0000,7.2410,989.7377
15.85,-4053.1361,2830.8253,0.0000,7.2454,989.7291
15.860000000000001,-4055.9263,2830.7970,-0.0000,7.2498,989.7206
15.870000000000001,-4058.7165,2830.7687,-0.0000,7.2542,989.7120
15.88,-4061.5066,2830.7404,-0.0000,7.2586,989.7034
15.89,-4064.2967,2830.7121,0.0000,7.2630,989.6949
15.9,-4067.0867,2830.6838,0.0000,7.2674,989.6863
15.91,-4069.8766,2830.6555,0.0000,7.2719,989.6777
15.92,-4072.6665,2830.6272,0.0000,7.2763,989.6692
15.93,-4075.4564,2830.5989,-0.0000,7.2808,989.6606
15.94,-4078.2462,2830.5706,-0.0000,7.2852,989.6521
15.950000000000001,-4081.0359,2830.5423,-0.0000,7.2897,989.6435
15.96,-4083.8256,2830.5139,0.0000,7.2942,989.6349
15.97,-4086.6152,2830.4856,0.0000,7.2987,989.6264
15.98,-4089.4047,2830.4573,0.0000,7.3031,989.6178
15.99,-4092.1943,2830.4290,0.0000,7.3076,989.6093
16.0,-4094.9837,2830.4007,-0.0000,7.3122,989.6007
16.01,-4097.7731,2830.3724,-0.0000,7.3167,989.5922
16.02,-4100.5624,2830.3441,-0.0000,7.3212,989.5836
16.03,-4103.3517,2830.3158,-0.0000,7.3257,989.5751
16.04,-4106.1409,2830.2875,0.0000,7.3303,989.5665
16.05,-4108.9301,2830.2592,0.0000,7.3348,989.5580
16.06,-4111.7192,2830.2309,0.0000,7.3394,989.5494
16.07,-4114.5083,2830.2026,0.0000,7.3440,989.5409
16.080000000000002,-4117.2973,2830.1743,-0.0000,7.3486,989.5323
16.09,-4120.0862,2830.1460,-0.0000,7.3531,989.5238
16.1,-4122.8751,2830.1177,-0.0000,7.3577,989.5152
16.11,-4125.6639,2830.0894,-0.0000,7.3623,989.5067
16.12,-4128.4527,2830.0611,-0.0000,7.3670,989.4981
16.13,-4131.2414,2830.0328,0.0000,7.3716,989.4896
16.14,-4134.0301,2830.0045,0.0000,7.3762,989.4811
16.15,-4136.8187,2829.9762,0.0000,7.3809,989.4725
16.16,-4139.6072,2829.9479,0.0000,7.3855,989.4640
16.17,-4142.3957,2829.9196,0.0000,7.3902,989.4554
16.18,-4145.1842,2829.8913,0.0000,7.3948,989.4469
16.19,-4147.9726,2829.8630,-0.0000,7.3995,989.4384
16.2,-4150.7609,2829.8347,-0.0000,7.4042,989.4298
16.21,-4153.5491,2829.8064,0.0000,7.4089,989.4213
16.22,-4156.3374,2829.7781,0.0000,7.4136,989.4128
16.23,-4159.1255,2829.7498,0.0000,7.4183,989.4042
16.240000000000002,-4161.9136,2829.7215,0.0000,7.4230,989.3957
16.25,-4164.7017,2829.6932,0.0000,7.4277,989.3872
16.26,-4167.4897,2829.6649,-0.0000,7.4325,989.3786
16.27,-4170.2776,2829.6366,-0.0000,7.4372,989.3701
16.28,-4173.0655,2829.6083,0.0000,7.4420,989.3616
16.29,-4175.8533,2829.5800,0.0000,7.4467,989.3531
16.3,-4178.6410,2829.5517,0.0000,7.4515,989.3445
16.31,-4181.4287,2829.5234,0.0000,7.4563,989.3360
16.32,-4184.2164,2829.4951,-0.0000,7.4611,989.3275
16.330000000000002,-4187.0040,2829.4668,-0.0000,7.4659,989.3190
16.34,-4189.7915,2829.4386,-0.0000,7.4707,989.3104
16.35,-4192.5790,2829.4103,-0.0000,7.4755,989.3019
16.36,-4195.3664,2829.3820,0.0000,7.4803,989.2934
16.37,-4198.1538,2829.3537,0.0000,7.4851,989.2849
16.38,-4200.9411,2829.3254,0.0000,7.4900,989.2764
16.39,-4203.7284,2829.2971,0.0000,7.4948,989.2678
16.4,-4206.5156,2829.2688,-0.0000,7.4997,989.2593
16.41,-4209.3027,2829.2405,-0.0000,7.5046,989.2508
16.42,-4212.0898,2829.2122,-0.0000,7.5094,989.2423
16.43,-4214.8769,2829.1839,-0.0000,7.5143,989.2338
16.44,-4217.6638,2829.1556,-0.0000,7.5192,989.2253
16.45,-4220.4508,2829.1273,0.0000,7.5241,989.2168
16.46,-4223.2376,2829.0990,0.0000,7.5290,989.2083
16.47,-4226.0244,2829.0708,0.0000,7.5339,989.1997
16.48,-4228.8112,2829.0425,0.0000,7.5389,989.1912
16.490000000000002,-4231.5979,2829.0142,0.0000,7.5438,989.1827
16.5,-4234.3845,2828.9859,-0.0000,7.5487,989.1742
16.51,-4237.1711,2828.9576,-0.0000,7.5537,989.1657
16.52,-4239.9576,2828.9293,0.0000,7.5586,989.1572
16.53,-4242.7441,2828.9010,0.0000,7.5636,989.1487
16.54,-4245.5305,2828.8727,0.0000,7.5686,989.1402
16.55,-4248.3169,2828.8444,0.0000,7.5736,989.1317
16.56,-4251.1032,2828.8161,0.0000,7.5786,989.1232
16.57,-4253.8894,2828.7879,-0.0000,7.5836,989.1147
16.580000000000002,-4256.6756,2828.7596,-0.0000,7.5886,989.1062
16.59,-4259.4617,2828.7313,0.0000,7.5936,989.0977
16.6,-4262.2478,2828.7030,0.0000,7.5986,989.0892
16.61,-4265.0338,2828.6747,0.0000,7.6037,989.0807
16.62,-4267.8198,2828.6464,0.0000,7.6087,989.0722
16.63,-4270.6057,2828.6181,-0.0000,7.6138,989.0637
16.64,-4273.3916,2828.5899,-0.0000,7.6188,989.0552
16.65,-4276.1774,2828.5616,-0.0000,7.6239,989.0468
16.66,-4278.9631,2828.5333,-0.0000,7.6290,989.0383
16.67,-4281.7488,2828.5050,0.0000,7.6341,989.0298
16.68,-4284.5344,2828.4767,0.0000,7.6392,989.0213
16.69,-4287.3200,2828.4484,0.0000,7.6443,989.0128
16.7,-4290.1055,2828.4201,0.0000,7.6494,989.0043
16.71,-4292.8910,2828.3919,-0.0000,7.6545,988.9958
16.72,-4295.6764,2828.3636,-0.0000,7.6597,988.9873
16.73,-4298.4617,2828.3353,-0.0000,7.6648,988.9789
16.740000000000002,-4301.2470,2828.3070,-0.0000,7.6699,988.9704
16.75,-4304.0323,2828.2787,-0.0000,7.6751,988.9619
16.76,-4306.8174,2828.2504,0.0000,7.6803,988.9534
16.77,-4309.6026,2828.2222,0.0000,7.6854,988.9449
16.78,-4312.3876,2828.1939,0.0000,7.6906,988.9365
16.79,-4315.1727,2828.1656,0.0000,7.6958,988.9280
16.8,-4317.9576,2828.1373,0.0000,7.7010,988.9195
16.81,-4320.7425,2828.1090,-0.0000,7.7062,988.9110
16.82,-4323.5274,2828.0808,-0.0000,7.7115,988.9026
16.830000000000002,-4326.3121,2828.0525,0.0000,7.7167,988.8941
16.84,-4329.0969,2828.0242,0.0000,7.7219,988.8856
16.85,-4331.8815,2827.9959,0.0000,7.7272,988.8772
16.86,-4334.6662,2827.9676,0.0000,7.7324,988.8687
16.87,-4337.4507,2827.9394,0.0000,7.7377,988.8602
16.88,-4340.2352,2827.9111,-0.0000,7.7429,988.8517
16.89,-4343.0197,2827.8828,-0.0000,7.7482,988.8433
16.9,-4345.8041,2827.8545,0.0000,7.7535,988.8348
16.91,-4348.5884,2827.8262,0.0000,7.7588,988.8264
16.92,-4351.3727,2827.7980,0.0000,7.7641,988.8179
16.93,-4354.1569,2827.7697,0.0000,7.7694,988.8094
16.94,-4356.9411,2827.7414,-0.0000,7.7747,988.8010
16.95,-4359.7252,2827.7131,-0.0000,7.7801,988.7925
16.96,-4362.5093,2827.6848,-0.0000,7.7854,988.7841
16.97,-4365.2933,2827.6566,-0.0000,7.7907,988.7756
16.98,-4368.0772,2827.6283,0.0000,7.7961,988.7671
16.990000000000002,-4370.8611,2827.6000,0.0000,7.8015,988.7587
17.0,-4373.6449,2827.5717,0.0000,7.8068,988.7502
17.01,-4376.4287,2827.5435,0.0000,7.8122,988.7418
17.02,-4379.2124,2827.5152,-0.0000,7.8176,988.7333
17.03,-4381.9961,2827.4869,-0.0000,7.8230,988.7249
17.04,-4384.7797,2827.4586,-0.0000,7.8284,988.7164
17.05,-4387.5633,2827.4304,-0.0000,7.8338,988.7080
17.06,-4390.3468,2827.4021,-0.0000,7.8392,988.6995
17.07,-4393.1302,2827.3738,0.0000,7.8447,988.6911
17.080000000000002,-4395.9136,2827.3455,0.0000,7.8501,988.6826
17.09,-4398.6969,2827.3173,0.0000,7.8556,988.6742
17.1,-4401.4802,2827.2890,0.0000,7.8610,988.6658
17.11,-4404.2634,2827.2607,0.0000,7.8665,988.6573
17.12,-4407.0466,2827.2325,-0.0000,7.8720,988.6489
17.13,-4409.8297,2827.2042,-0.0000,7.8774,988.6404
17.14,-4412.6127,2827.1759,0.0000,7.8829,988.6320
17.150000000000002,-4415.3957,2827.1476,0.0000,7.8884,988.6236
17.16,-4418.1786,2827.1194,0.0000,7.8939,988.6151
17.17,-4420.9615,2827.0911,0.0000,7.8994,988.6067
17.18,-4423.7443,2827.0628,-0.0000,7.9050,988.5982
17.19,-4426.5271,2827.0346,-0.0000,7.9105,988.5898
17.2,-4429.3098,2827.0063,0.0000,7.9160,988.5814
17.21,-4432.0925,2826.9780,0.0000,7.9216,988.5729
17.22,-4434.8751,2826.9497,0.0000,7.9272,988.5645
17.23,-4437.6576,2826.9215,0.0000,7.9327,988.5561
17.240000000000002,-4440.4401,2826.8932,-0.0000,7.9383,988.5477
17.25,-4443.2225,2826.8649,-0.0000,7.9439,988.5392
17.26,-4446.0049,2826.8367,-0.0000,7.9495,988.5308
17.27,-4448.7872,2826.8084,-0.0000,7.9551,988.5224
17.28,-4451.5695,2826.7801,0.0000,7.9607,988.5140
17.29,-4454.3517,2826.7519,0.0000,7.9663,988.5055
17.3,-4457.1338,2826.7236,0.0000,7.9719,988.4971
17.31,-4459.9159,2826.6953,0.0000,7.9776,988.4887
17.32,-4462.6980,2826.6671,-0.0000,7.9832,988.4803
17.330000000000002,-4465.4800,2826.6388,-0.0000,7.9888,988.4719
17.34,-4468.2619,2826.6105,-0.0000,7.9945,988.4635
17.35,-4471.0438,2826.5823,-0.0000,8.0002,988.4550
17.36,-4473.8256,2826.5540,0.0000,8.0058,988.4466
17.37,-4476.6073,2826.5257,0.0000,8.0115,988.4382
17.38,-4479.3890,2826.4975,0.0000,8.0172,988.4298
17.39,-4482.1707,2826.4692,0.0000,8.0229,988.4214
17.400000000000002,-4484.9523,2826.4409,0.0000,8.0286,988.4130
17.41,-4487.7338,2826.4127,-0.0000,8.0344,988.4046
17.42,-4490.5153,2826.3844,-0.0000,8.0401,988.3962
17.43,-4493.2967,2826.3561,0.0000,8.0458,988.3878
17.44,-4496.0781,2826.3279,0.0000,8.0516,988.3794
17.45,-4498.8594,2826.2996,0.0000,8.0573,988.3709
17.46,-4501.6406,2826.2714,0.0000,8.0631,988.3625
17.47,-4504.4218,2826.2431,0.0000,8.0688,988.3541
17.48,-4507.2030,2826.2148,-0.0000,8.0746,988.3457
17.490000000000002,-4509.9840,2826.1866,-0.0000,8.0804,988.3373
17.5,-4512.7651,2826.1583,0.0000,8.0862,988.3289
17.51,-4515.5461,2826.1300,0.0000,8.0920,988.3205
17.52,-4518.3270,2826.1018,0.0000,8.0978,988.3122
17.53,-4521.1078,2826.0735,0.0000,8.1036,988.3038
17.54,-4523.8886,2826.0453,-0.0000,8.1095,988.2954
17.55,-4526.6694,2826.0170,-0.0000,8.1153,988.2870
17.56,-4529.4501,2825.9887,-0.0000,8.1211,988.2786
17.57,-4532.2307,2825.9605,-0.0000,8.1270,988.2702
17.580000000000002,-4535.0113,2825.9322,0.0000,8.1328,988.2618
17.59,-4537.7918,2825.9040,0.0000,8.1387,988.2534
17.6,-4540.5723,2825.8757,0.0000,8.1446,988.2450
17.61,-4543.3527,2825.8474,-0.0000,8.1505,988.2366
17.62,-4546.1330,2825.8192,-0.0000,8.1564,988.2283
17.63,-4548.9133,2825.7909,-0.0000,8.1623,988.2199
17.64,-4551.6936,2825.7627,-0.0000,8.1682,988.2115
17.650000000000002,-4554.4738,2825.7344,-0.0000,8.1741,988.2031
17.66,-4557.2539,2825.7062,0.0000,8.1800,988.1947
17.67,-4560.0340,2825.6779,0.0000,8.1860,988.1864
17.68,-4562.8140,2825.6496,0.0000,8.1919,988.1780
17.69,-4565.5940,2825.6214,0.0000,8.1979,988.1696
17.7,-4568.3739,2825.5931,0.0000,8.2038,988.1612
17.71,-4571.1537,2825.5649,-0.0000,8.2098,988.1529
17.72,-4573.9335,2825.5366,-0.0000,8.2158,988.1445
17.73,-4576.7133,2825.5084,0.0000,8.2217,988.1361
17.740000000000002,-4579.4929,2825.4801,0.0000,8.2277,988.1277
17.75,-4582.2726,2825.4519,0.0000,8.2337,988.1194
17.76,-4585.0521,2825.4236,0.0000,8.2397,988.1110
17.77,-4587.8317,2825.3953,-0.0000,8.2458,988.1026
17.78,-4590.6111,2825.3671,-0.0000,8.2518,988.0943
17.79,-4593.3905,2825.3388,0.0000,8.2578,988.0859
17.8,-4596.1699,2825.3106,0.0000,8.2639,988.0776
17.81,-4598.9492,2825.2823,0.0000,8.2699,988.0692
17.82,-4601.7284,2825.2541,0.0000,8.2760,988.0608
17.830000000000002,-4604.5076,2825.2258,-0.0000,8.2820,988.0525
17.84,-4607.2867,2825.1976,-0.0000,8.2881,988.0441
17.85,-4610.0658,2825.1693,-0.0000,8.2942,988.0358
17.86,-4612.8448,2825.1411,-0.0000,8.3003,988.0274
17.87,-4615.6237,2825.1128,0.0000,8.3064,988.0191
17.88,-4618.4026,2825.0846,0.0000,8.3125,988.0107
17.89,-4621.1815,2825.0563,0.0000,8.3186,988.0023
17.900000000000002,-4623.9603,2825.0281,-0.0000,8.3247,987.9940
17.91,-4626.7390,2824.9998,-0.0000,8.3309,987.9856
17.92,-4629.5177,2824.9716,-0.0000,8.3370,987.9773
17.93,-4632.2963,2824.9433,-0.0000,8.3432,987.9690
17.94,-4635.0748,2824.9151,-0.0000,8.3493,987.9606
17.95,-4637.8533,2824.8868,0.0000,8.3555,987.9523
17.96,-4640.6318,2824.8586,0.0000,8.3617,987.9439
17.97,-4643.4102,2824.8303,0.0000,8.3679,987.9356
17.98,-4646.1885,2824.8021,0.0000,8.3740,987.9272
17.990000000000002,-4648.9668,2824.7738,-0.0000,8.3802,987.9189
18.0,-4651.7450,2824.7456,-0.0000,8.3864,987.9106
18.01,-4654.5232,2824.7173,0.0000,8.3927,987.9022
18.02,-4657.3013,2824.6891,0.0000,8.3989,987.8939
18.03,-4660.0794,2824.6608,0.0000,8.4051,987.8856
18.04,-4662.8574,2824.6326,0.0000,8.4114,987.8772
18.05,-4665.6353,2824.6043,0.0000,8.4176,987.8689
18.06,-4668.4132,2824.5761,-0.0000,8.4239,987.8606
18.07,-4671.1911,2824.5479,-0.0000,8.4301,987.8522
18.080000000000002,-4673.9688,2824.5196,0.0000,8.4364,987.8439
18.09,-4676.7466,2824.4914,0.0000,8.4427,987.8356
18.1,-4679.5242,2824.4631,0.0000,8.4490,987.8273
18.11,-4682.3018,2824.4349,-0.0000,8.4553,987.8189
18.12,-4685.0794,2824.4066,-0.0000,8.4616,987.8106
18.13,-4687.8569,2824.3784,-0.0000,8.4679,987.8023
18.14,-4690.6343,2824.3501,-0.0000,8.4742,987.7940
18.150000000000002,-4693.4117,2824.3219,0.0000,8.4805,987.7856
18.16,-4696.1890,2824.2937,0.0000,8.4869,987.7773
18.17,-4698.9663,2824.2654,0.0000,8.4932,987.7690
18.18,-4701.7435,2824.2372,0.0000,8.4996,987.7607
18.19,-4704.5207,2824.2089,-0.0000,8.5059,987.7524
18.2,-4707.2978,2824.1807,-0.0000,8.5123,987.7441
18.21,-4710.0748,2824.1524,-0.0000,8.5187,987.7358
18.22,-4712.8518,2824.1242,-0.0000,8.5251,987.7274
18.23,-4715.6288,2824.0960,0.0000,8.5315,987.7191
18.240000000000002,-4718.4057,2824.0677,0.0000,8.5379,987.7108
18.25,-4721.1825,2824.0395,0.0000,8.5443,987.7025
18.26,-4723.9593,2824.0112,0.0000,8.5507,987.6942
18.27,-4726.7360,2823.9830,0.0000,8.5571,987.6859
18.28,-4729.5126,2823.9548,-0.0000,8.5635,987.6776
18.29,-4732.2892,2823.9265,-0.0000,8.5700,987.6693
18.3,-4735.0658,2823.8983,0.0000,8.5764,987.6610
18.31,-4737.8423,2823.8700,0.0000,8.5829,987.6527
18.32,-4740.6187,2823.8418,0.0000,8.5894,987.6444
18.330000000000002,-4743.3951,2823.8136,0.0000,8.5958,987.6361
18.34,-4746.1714,2823.7853,-0.0000,8.6023,987.6278
18.35,-4748.9477,2823.7571,-0.0000,8.6088,987.6195
18.36,-4751.7239,2823.7289,0.0000,8.6153,987.6112
18.37,-4754.5000,2823.7006,0.0000,8.6218,987.6029
18.38,-4757.2761,2823.6724,0.0000,8.6283,987.5947
18.39,-4760.0522,2823.6441,-0.0000,8.6348,987.5864
18.400000000000002,-4762.8282,2823.6159,-0.0000,8.6414,987.5781
18.41,-4765.6041,2823.5877,-0.0000,8.6479,987.5698
18.42,-4768.3800,2823.5594,-0.0000,8.6545,987.5615
18.43,-4771.1558,2823.5312,0.0000,8.6610,987.5532
18.44,-4773.9315,2823.5030,0.0000,8.6676,987.5449
18.45,-4776.7072,2823.4747,0.0000,8.6741,987.5367
18.46,-4779.4829,2823.4465,0.0000,8.6807,987.5284
18.47,-4782.2585,2823.4183,-0.0000,8.6873,987.5201
18.48,-4785.0340,2823.3900,-0.0000,8.6939,987.5118
18.490000000000002,-4787.8095,2823.3618,-0.0000,8.7005,987.5035
18.5,-4790.5849,2823.3336,-0.0000,8.7071,987.4953
18.51,-4793.3603,2823.3053,0.0000,8.7137,987.4870
18.52,-4796.1356,2823.2771,0.0000,8.7204,987.4787
18.53,-4798.9109,2823.2489,0.0000,8.7270,987.4705
18.54,-4801.6861,2823.2206,0.0000,8.7336,987.4622
18.55,-4804.4612,2823.1924,-0.0000,8.7403,987.4539
18.56,-4807.2363,2823.1642,-0.0000,8.7469,987.4457
18.57,-4810.0113,2823.1359,0.0000,8.7536,987.4374
18.580000000000002,-4812.7863,2823.1077,0.0000,8.7603,987.4291
18.59,-4815.5612,2823.0795,0.0000,8.7669,987.4209
18.6,-4818.3361,2823.0512,0.0000,8.7736,987.4126
18.61,-4821.1109,2823.0230,0.0000,8.7803,987.4043
18.62,-4823.8857,2822.9948,-0.0000,8.7870,987.3961
18.63,-4826.6604,2822.9666,-0.0000,8.7937,987.3878
18.64,-4829.4350,2822.9383,0.0000,8.8005,987.3796
18.650000000000002,-4832.2096,2822.9101,0.0000,8.8072,987.3713
18.66,-4834.9841,2822.8819,0.0000,8.8139,987.3631
18.67,-4837.7586,2822.8536,-0.0000,8.8207,987.3548
18.68,-4840.5330,2822.8254,-0.0000,8.8274,987.3466
18.69,-4843.3074,2822.7972,-0.0000,8.8342,987.3383
18.7,-4846.0817,2822.7690,-0.0000,8.8409,987.3301
18.71,-4848.8559,2822.7407,0.0000,8.8477,987.3218
18.72,-4851.6301,2822.7125,0.0000,8.8545,987.3136
18.73,-4854.4043,2822.6843,0.0000,8.8613,987.3053
18.740000000000002,-4857.1783,2822.6560,-0.0000,8.8681,987.2971
18.75,-4859.9524,2822.6278,-0.0000,8.8749,987.2888
18.76,-4862.7263,2822.5996,-0.0000,8.8817,987.2806
18.77,-4865.5003,2822.5714,-0.0000,8.8885,987.2724
18.78,-4868.2741,2822.5431,0.0000,8.8954,987.2641
18.79,-4871.0479,2822.5149,0.0000,8.9022,987.2559
18.8,-4873.8217,2822.4867,0.0000,8.9090,987.2477
18.81,-4876.5954,2822.4585,0.0000,8.9159,987.2394
18.82,-4879.3690,2822.4302,0.0000,8.9228,987.2312
18.830000000000002,-4882.1426,2822.4020,-0.0000,8.9296,987.2230
18.84,-4884.9161,2822.3738,-0.0000,8.9365,987.2147
18.85,-4887.6896,2822.3456,0.0000,8.9434,987.2065
18.86,-4890.4630,2822.3173,0.0000,8.9503,987.1983
18.87,-4893.2363,2822.2891,0.0000,8.9572,987.1901
18.88,-4896.0096,2822.2609,0.0000,8.9641,987.1818
18.89,-4898.7829,2822.2327,-0.0000,8.9710,987.1736
18.900000000000002,-4901.5561,2822.2045,-0.0000,8.9779,987.1654
18.91,-4904.3292,2822.1762,0.0000,8.9848,987.1572
18.92,-4907.1023,2822.1480,0.0000,8.9918,987.1490
18.93,-4909.8753,2822.1198,0.0000,8.9987,987.1407
18.94,-4912.6482,2822.0916,-0.0000,9.0057,987.1325
18.95,-4915.4211,2822.0633,-0.0000,9.0126,987.1243
18.96,-4918.1940,2822.0351,-0.0000,9.0196,987.1161
18.97,-4920.9668,2822.0069,-0.0000,9.0266,987.1079
18.98,-4923.7395,2821.9787,0.0000,9.0336,987.0997
18.990000000000002,-4926.5122,2821.9505,0.0000,9.0405,987.0915
19.0,-4929.2848,2821.9222,0.0000,9.0475,987.0833
19.01,-4932.0574,2821.8940,-0.0000,9.0545,987.0751
19.02,-4934.8299,2821.8658,-0.0000,9.0616,987.0669
19.03,-4937.6024,2821.8376,-0.0000,9.0686,987.0586
19.04,-4940.3748,2821.8094,-0.0000,9.0756,987.0504
19.05,-4943.1471,2821.7812,0.0000,9.0826,987.0422
19.06,-4945.9194,2821.7529,0.0000,9.0897,987.0340
19.07,-4948.6917,2821.7247,0.0000,9.0967,987.0259
19.080000000000002,-4951.4639,2821.6965,0.0000,9.1038,987.0177
19.09,-4954.2360,2821.6683,0.0000,9.1109,987.0095
19.1,-4957.0080,2821.6401,-0.0000,9.1179,987.0013
19.11,-4959.7801,2821.6119,-0.0000,9.1250,986.9931
19.12,-4962.5520,2821.5836,0.0000,9.1321,986.9849
19.13,-4965.3239,2821.5554,0.0000,9.1392,986.9767
19.14,-4968.0958,2821.5272,0.0000,9.1463,986.9685
19.150000000000002,-4970.8675,2821.4990,0.0000,9.1534,986.9603
19.16,-4973.6393,2821.4708,-0.0000,9.1605,986.9521
19.17,-4976.4110,2821.4426,-0.0000,9.1677,986.9440
19.18,-4979.1826,2821.4143,0.0000,9.1748,986.9358
19.19,-4981.9541,2821.3861,0.0000,9.1819,986.9276
19.2,-4984.7256,2821.3579,0.0000,9.1891,986.9194
19.21,-4987.4971,2821.3297,-0.0000,9.1962,986.9112
19.22,-4990.2685,2821.3015,-0.0000,9.2034,986.9031
19.23,-4993.0398,2821.2733,-0.0000,9.2106,986.8949
19.240000000000002,-4995.8111,2821.2451,-0.0000,9.2177,986.8867
19.25,-4998.5824,2821.2169,0.0000,9.2249,986.8785
19.26,-5001.3535,2821.1886,0.0000,9.2321,986.8704
19.27,-5004.1246,2821.1604,0.0000,9.2393,986.8622
19.28,-5006.8957,2821.1322,-0.0000,9.2465,986.8540
19.29,-5009.6667,2821.1040,-0.0000,9.2537,986.8459
19.3,-5012.4377,2821.0758,-0.0000,9.2610,986.8377
19.31,-5015.2085,2821.0476,-0.0000,9.2682,986.8295
19.32,-5017.9794,2821.0194,0.0000,9.2754,986.8214
19.330000000000002,-5020.7502,2820.9912,0.0000,9.2827,986.8132
19.34,-5023.5209,2820.9630,0.0000,9.2899,986.8051
19.35,-5026.2916,2820.9347,0.0000,9.2972,986.7969
19.36,-5029.0622,2820.9065,-0.0000,9.3045,986.7887
19.37,-5031.8327,2820.8783,-0.0000,9.3117,986.7806
19.38,-5034.6032,2820.8501,0.0000,9.3190,986.7724
19.39,-5037.3737,2820.8219,0.0000,9.3263,986.7643
19.400000000000002,-5040.1441,2820.7937,0.0000,9.3336,986.7561
19.41,-5042.9144,2820.7655,0.0000,9.3409,986.7480
19.42,-5045.6847,2820.7373,-0.0000,9.3482,986.7398
19.43,-5048.4549,2820.7091,-0.0000,9.3555,986.7317
19.44,-5051.2251,2820.6809,0.0000,9.3628,986.7235
19.45,-5053.9952,2820.6527,0.0000,9.3702,986.7154
19.46,-5056.7652,2820.6245,0.0000,9.3775,986.7073
19.47,-5059.5352,2820.5963,-0.0000,9.3849,986.6991
19.48,-5062.3052,2820.5681,-0.0000,9.3922,986.6910
19.490000000000002,-5065.0751,2820.5398,-0.0000,9.3996,986.6828
19.5,-5067.8449,2820.5116,-0.0000,9.4070,986.6747
19.51,-5070.6147,2820.4834,0.0000,9.4143,986.6666
19.52,-5073.3844,2820.4552,0.0000,9.4217,986.6584
19.53,-5076.1541,2820.4270,0.0000,9.4291,986.6503
19.54,-5078.9237,2820.3988,-0.0000,9.4365,986.6422
19.55,-5081.6932,2820.3706,-0.0000,9.4439,986.6340
19.56,-5084.4627,2820.3424,-0.0000,9.4513,986.6259
19.57,-5087.2322,2820.3142,-0.0000,9.4587,986.6178
19.580000000000002,-5090.0015,2820.2860,0.0000,9.4662,986.6097
19.59,-5092.7709,2820.2578,0.0000,9.4736,986.6015
19.6,-5095.5401,2820.2296,0.0000,9.4810,986.5934
19.61,-5098.3094,2820.2014,0.0000,9.4885,986.5853
