t,M,Ma,B,Ba,Bn,G,I,D,tD,E,R,Em
0.581,4544.2728,24643.9488,290.9777,10648805.7150,1578963.7591,26.8925,42.5086,8792.8905,78156.4484,267.7308,258.4094,0.0592
0.582,4536.6722,24703.3074,290.9616,10664100.7101,1583987.5020,26.8964,42.5223,8822.5762,78134.8742,268.2683,258.8971,0.0593
0.583,4529.1024,24762.6413,290.9454,10679385.6742,1589017.6918,26.9006,42.5369,8852.3895,78113.0201,268.8064,259.3853,0.0595
0.584,4521.5632,24821.9507,290.9292,10694660.6115,1594054.3212,26.9050,42.5520,8882.3313,78090.8876,269.3451,259.8740,0.0596
0.585,4514.0546,24881.2355,290.9130,10709925.5259,1599097.3826,26.9093,42.5667,8912.4024,78068.4786,269.8844,260.3631,0.0597
0.586,4506.5764,24940.4960,290.8968,10725180.4216,1604146.8686,26.9134,42.5808,8942.6035,78045.7949,270.4243,260.8526,0.0598
0.587,4499.1287,24999.7320,290.8806,10740425.3027,1609202.7718,26.9172,42.5936,8972.9357,78022.8379,270.9648,261.3426,0.0599
0.588,4491.7114,25058.9437,290.8644,10755660.1734,1614265.0847,26.9206,42.6048,9003.3996,77999.6096,271.5060,261.8331,0.0600
0.589,4484.3243,25118.1312,290.8482,10770885.0377,1619333.7999,26.9236,42.6141,9033.9961,77976.1115,272.0478,262.3240,0.0601
0.59,4476.9674,25177.2946,290.8320,10786099.8999,1624408.9100,26.9259,42.6212,9064.7260,77952.3452,272.5903,262.8154,0.0602
0.591,4469.6406,25236.4339,290.8158,10801304.7643,1629490.4076,26.9277,42.6258,9095.5903,77928.3124,273.1333,263.3073,0.0604
0.592,4462.3438,25295.5492,290.7996,10816499.6349,1634578.2853,26.9288,42.6279,9126.5897,77904.0147,273.6770,263.7997,0.0605
0.593,4455.0769,25354.6406,290.7834,10831684.5161,1639672.5357,26.9293,42.6274,9157.7250,77879.4538,274.2214,264.2925,0.0606
0.594,4447.8399,25413.7081,290.7672,10846859.4122,1644773.1513,26.9291,42.6243,9188.9972,77854.6311,274.7664,264.7858,0.0607
0.595,4440.6326,25472.7520,290.7510,10862024.3275,1649880.1247,26.9282,42.6187,9220.4071,77829.5482,275.3121,265.2797,0.0608
0.596,4433.4549,25531.7721,290.7348,10877179.2663,1654993.4487,26.9267,42.6106,9251.9555,77804.2067,275.8584,265.7740,0.0609
0.597,4426.3068,25590.7688,290.7185,10892324.2330,1660113.1157,26.9247,42.6004,9283.6432,77778.6081,276.4053,266.2688,0.0610
0.598,4419.1882,25649.7419,290.7023,10907459.2319,1665239.1185,26.9221,42.5881,9315.4713,77752.7539,276.9530,266.7641,0.0611
0.599,4412.0990,25708.6916,290.6861,10922584.2675,1670371.4496,26.9191,42.5742,9347.4404,77726.6456,277.5013,267.2599,0.0613
0.6,4405.0390,25767.6181,290.6699,10937699.3442,1675510.1016,26.9158,42.5591,9379.5514,77700.2847,278.0502,267.7562,0.0614
0.601,4398.0082,25826.5214,290.6537,10952804.4663,1680655.0672,26.9123,42.5432,9411.8053,77673.6727,278.5999,268.2530,0.0615
0.602,4391.0065,25885.4016,290.6375,10967899.6385,1685806.3391,26.9087,42.5270,9444.2029,77646.8109,279.1502,268.7503,0.0616
0.603,4384.0337,25944.2588,290.6213,10982984.8652,1690963.9098,26.9052,42.5111,9476.7451,77619.7008,279.7012,269.2481,0.0617
0.604,4377.0897,26003.0931,290.6050,10998060.1510,1696127.7721,26.9019,42.4962,9509.4327,77592.3438,280.2529,269.7465,0.0618
0.605,4370.1745,26061.9046,290.5888,11013125.5003,1701297.9185,26.8990,42.4830,9542.2666,77564.7413,280.8053,270.2454,0.0619
0.606,4363.2880,26120.6934,290.5726,11028180.9178,1706474.3417,26.8967,42.4723,9575.2477,77536.8947,281.3584,270.7448,0.0620
0.607,4356.4300,26179.4596,290.5564,11043226.4080,1711657.0345,26.8953,42.4649,9608.3769,77508.8053,281.9121,271.2447,0.0622
0.608,4349.6003,26238.2034,290.5401,11058261.9756,1716845.9894,26.8949,42.4618,9641.6550,77480.4745,282.4666,271.7452,0.0623
0.609,4342.7990,26296.9248,290.5239,11073287.6252,1722041.1991,26.8958,42.4638,9675.0830,77451.9035,283.0218,272.2462,0.0624
0.61,4336.0259,26355.6240,290.5077,11088303.3615,1727242.6563,26.8983,42.4719,9708.6617,77423.0938,283.5777,272.7478,0.0625
0.611,4329.2808,26414.3010,290.4914,11103309.1887,1732450.3537,26.9017,42.4836,9742.3919,77394.0463,284.1343,273.2499,0.0626
0.612,4322.5637,26472.9560,290.4752,11118305.1115,1737664.2841,26.9056,42.4973,9776.2747,77364.7623,284.6917,273.7525,0.0627
0.613,4315.8745,26531.5889,290.4590,11133291.1342,1742884.4400,26.9099,42.5122,9810.3108,77335.2429,285.2497,274.2558,0.0629
0.614,4309.2132,26590.2000,290.4427,11148267.2614,1748110.8141,26.9143,42.5276,9844.5012,77305.4893,285.8085,274.7595,0.0630
0.615,4302.5795,26648.7892,290.4265,11163233.4977,1753343.3993,26.9188,42.5428,9878.8467,77275.5024,286.3681,275.2639,0.0631
0.616,4295.9735,26707.3568,290.4102,11178189.8477,1758582.1881,26.9230,42.5575,9913.3482,77245.2834,286.9283,275.7688,0.0632
0.617,4289.3950,26765.9027,290.3940,11193136.3160,1763827.1733,26.9270,42.5710,9948.0066,77214.8334,287.4893,276.2742,0.0633
0.618,4282.8439,26824.4271,290.3778,11208072.9073,1769078.3477,26.9306,42.5829,9982.8228,77184.1535,288.0511,276.7803,0.0634
0.619,4276.3201,26882.9300,290.3615,11222999.6261,1774335.7039,26.9338,42.5929,10017.7977,77153.2446,288.6136,277.2869,0.0636
0.62,4269.8236,26941.4116,290.3453,11237916.4773,1779599.2346,26.9363,42.6007,10052.9322,77122.1078,289.1769,277.7941,0.0637
0.621,4263.3542,26999.8720,290.3290,11252823.4656,1784868.9327,26.9383,42.6061,10088.2272,77090.7442,289.7409,278.3019,0.0638
0.622,4256.9117,27058.3112,290.3128,11267720.5956,1790144.7908,26.9396,42.6089,10123.6837,77059.1546,290.3057,278.8103,0.0639
0.623,4250.4963,27116.7294,290.2965,11282607.8722,1795426.8018,26.9402,42.6091,10159.3024,77027.3402,290.8713,279.3193,0.0640
0.624,4244.1076,27175.1266,290.2802,11297485.3001,1800714.9583,26.9402,42.6066,10195.0844,76995.3018,291.4376,279.8289,0.0642
0.625,4237.7456,27233.5030,290.2640,11312352.8843,1806009.2531,26.9395,42.6014,10231.0305,76963.0404,292.0047,280.3391,0.0643
0.626,4231.4102,27291.8586,290.2477,11327210.6295,1811309.6790,26.9381,42.5938,10267.1418,76930.5570,292.5726,280.8499,0.0644
0.627,4225.1013,27350.1936,290.2315,11342058.5406,1816616.2288,26.9362,42.5839,10303.4190,76897.8525,293.1413,281.3613,0.0645
0.628,4218.8188,27408.5081,290.2152,11356896.6225,1821928.8952,26.9337,42.5719,10339.8631,76864.9277,293.7108,281.8733,0.0646
0.629,4212.5625,27466.8022,290.1990,11371724.8801,1827247.6711,26.9307,42.5582,10376.4751,76831.7836,294.2811,282.3859,0.0647
0.63,4206.3324,27525.0759,290.1827,11386543.3185,1832572.5492,26.9274,42.5431,10413.2559,76798.4210,294.8522,282.8992,0.0649
0.631,4200.1283,27583.3295,290.1664,11401351.9425,1837903.5223,26.9239,42.5271,10450.2064,76764.8408,295.4241,283.4131,0.0650
0.632,4193.9502,27641.5630,290.1502,11416150.7572,1843240.5832,26.9203,42.5107,10487.3276,76731.0439,295.9968,283.9277,0.0651
0.633,4187.7978,27699.7764,290.1339,11430939.7676,1848583.7247,26.9167,42.4946,10524.6204,76697.0310,296.5703,284.4429,0.0652
0.634,4181.6712,27757.9700,290.1176,11445718.9788,1853932.9397,26.9133,42.4793,10562.0857,76662.8030,297.1447,284.9587,0.0653
0.635,4175.5700,27816.1439,290.1014,11460488.3957,1859288.2210,26.9103,42.4657,10599.7246,76628.3607,297.7199,285.4752,0.0655
0.636,4169.4944,27874.2981,290.0851,11475248.0237,1864649.5613,26.9079,42.4544,10637.5378,76593.7048,298.2959,285.9923,0.0656
0.637,4163.4440,27932.4329,290.0688,11489997.8676,1870016.9536,26.9063,42.4464,10675.5265,76558.8361,298.8728,286.5101,0.0657
0.638,4157.4189,27990.5482,290.0525,11504737.9328,1875390.3906,26.9057,42.4425,10713.6916,76523.7554,299.4505,287.0286,0.0658
0.639,4151.4189,28048.6442,290.0363,11519468.2245,1880769.8653,26.9065,42.4439,10752.0340,76488.4635,300.0290,287.5477,0.0660
0.64,4145.4437,28106.7211,290.0200,11534188.7477,1886155.3704,26.9088,42.4513,10790.5547,76452.9609,300.6084,288.0675,0.0661
0.641,4139.4935,28164.7789,290.0037,11548899.5074,1891546.8988,26.9121,42.4628,10829.2546,76417.2484,301.1887,288.5880,0.0662
0.642,4133.5680,28222.8177,289.9874,11563600.5086,1896944.4435,26.9160,42.4762,10868.1348,76381.3265,301.7698,289.1092,0.0663
0.643,4127.6671,28280.8377,289.9711,11578291.7563,1902347.9972,26.9202,42.4909,10907.1961,76345.1959,302.3518,289.6310,0.0664
0.644,4121.7908,28338.8389,289.9548,11592973.2556,1907757.5528,26.9246,42.5061,10946.4396,76308.8570,302.9347,290.1536,0.0666
0.645,4115.9390,28396.8214,289.9386,11607645.0115,1913173.1033,26.9290,42.5213,10985.8662,76272.3106,303.5185,290.6768,0.0667
0.646,4110.1115,28454.7853,289.9223,11622307.0294,1918594.6415,26.9332,42.5359,11025.4769,76235.5572,304.1031,291.2008,0.0668
0.647,4104.3082,28512.7308,289.9060,11636959.3142,1924022.1603,26.9372,42.5493,11065.2727,76198.5973,304.6886,291.7254,0.0669
0.648,4098.5291,28570.6578,289.8897,11651601.8712,1929455.6525,26.9408,42.5612,11105.2546,76161.4314,305.2751,292.2508,0.0671
0.649,4092.7741,28628.5666,289.8734,11666234.7056,1934895.1113,26.9439,42.5713,11145.4235,76124.0602,305.8624,292.7769,0.0672
0.65,4087.0430,28686.4572,289.8571,11680857.8227,1940340.5293,26.9465,42.5792,11185.7804,76086.4840,306.4507,293.3037,0.0673
0.651,4081.3357,28744.3296,289.8408,11695471.2277,1945791.8996,26.9485,42.5847,11226.3265,76048.7034,307.0398,293.8312,0.0674
0.652,4075.6521,28802.1841,289.8245,11710074.9259,1951249.2151,26.9498,42.5877,11267.0625,76010.7190,307.6299,294.3595,0.0675
0.653,4069.9922,28860.0208,289.8082,11724668.9227,1956712.4688,26.9505,42.5880,11307.9897,75972.5310,308.2209,294.8885,0.0677
0.654,4064.3558,28917.8396,289.7919,11739253.2233,1962181.6535,26.9505,42.5857,11349.1089,75934.1401,308.8128,295.4183,0.0678
0.655,4058.7428,28975.6408,289.7756,11753827.8333,1967656.7623,26.9499,42.5809,11390.4211,75895.5466,309.4057,295.9488,0.0679
0.656,4053.1531,29033.4243,289.7593,11768392.7579,1973137.7880,26.9486,42.5735,11431.9275,75856.7510,309.9995,296.4801,0.0680
0.657,4047.5866,29091.1905,289.7430,11782948.0027,1978624.7237,26.9467,42.5639,11473.6290,75817.7536,310.5943,297.0121,0.0682
0.658,4042.0431,29148.9393,289.7267,11797493.5731,1984117.5624,26.9443,42.5523,11515.5267,75778.5550,311.1900,297.5449,0.0683
0.659,4036.5226,29206.6708,289.7104,11812029.4745,1989616.2970,26.9415,42.5389,11557.6215,75739.1554,311.7867,298.0785,0.0684
0.66,4031.0250,29264.3852,289.6941,11826555.7125,1995120.9205,26.9383,42.5242,11599.9146,75699.5553,312.3843,298.6128,0.0685
0.661,4025.5501,29322.0826,289.6777,11841072.2927,2000631.4260,26.9349,42.5086,11642.4069,75659.7549,312.9830,299.1480,0.0687
0.662,4020.0978,29379.7630,289.6614,11855579.2206,2006147.8063,26.9314,42.4927,11685.0995,75619.7547,313.5825,299.6839,0.0688
0.663,4014.6680,29437.4267,289.6451,11870076.5018,2011670.0546,26.9279,42.4770,11727.9934,75579.5550,314.1831,300.2206,0.0689
0.664,4009.2606,29495.0736,289.6288,11884564.1419,2017198.1638,26.9246,42.4622,11771.0897,75539.1561,314.7847,300.7581,0.0690
0.665,4003.8755,29552.7040,289.6125,11899042.1466,2022732.1270,26.9217,42.4489,11814.3895,75498.5583,315.3873,301.2964,0.0692
0.666,3998.5125,29610.3179,289.5962,11913510.5215,2028271.9373,26.9194,42.4381,11857.8939,75457.7618,315.9908,301.8356,0.0693
0.667,3993.1715,29667.9155,289.5798,11927969.2725,2033817.5875,26.9180,42.4305,11901.6037,75416.7671,316.5954,302.3755,0.0694
0.668,3987.8525,29725.4968,289.5635,11942418.4051,2039369.0709,26.9175,42.4270,11945.5203,75375.5742,317.2010,302.9163,0.0696
0.669,3982.5552,29783.0621,289.5472,11956857.9252,2044926.3805,26.9184,42.4287,11989.6445,75334.1835,317.8076,303.4579,0.0697
0.67,3977.2797,29840.6113,289.5309,11971287.8386,2050489.5092,26.9208,42.4365,12033.9775,75292.5952,318.4153,304.0003,0.0698
0.671,3972.0257,29898.1446,289.5145,11985708.1507,2056058.4503,26.9241,42.4478,12078.5204,75250.8094,319.0239,304.5436,0.0699
0.672,3966.7931,29955.6622,289.4982,12000118.8670,2061633.1968,26.9279,42.4609,12123.2743,75208.8264,319.6337,305.0877,0.0701
0.673,3961.5820,30013.1640,289.4819,12014519.9933,2067213.7417,26.9320,42.4752,12168.2402,75166.6463,320.2444,305.6327,0.0702
0.674,3956.3921,30070.6501,289.4655,12028911.5351,2072800.0782,26.9362,42.4900,12213.4192,75124.2692,320.8562,306.1786,0.0703
0.675,3951.2234,30128.1208,289.4492,12043293.4982,2078392.1993,26.9405,42.5047,12258.8124,75081.6953,321.4691,306.7253,0.0704
0.676,3946.0758,30185.5760,289.4329,12057665.8884,2083990.0983,26.9446,42.5187,12304.4210,75038.9247,322.0831,307.2729,0.0706
0.677,3940.9493,30243.0158,289.4165,12072028.7113,2089593.7681,26.9484,42.5316,12350.2460,74995.9576,322.6981,307.8213,0.0707
0.678,3935.8436,30300.4404,289.4002,12086381.9728,2095203.2020,26.9519,42.5430,12396.2886,74952.7941,323.3142,308.3707,0.0708
0.679,3930.7587,30357.8499,289.3838,12100725.6786,2100818.3930,26.9549,42.5525,12442.5499,74909.4342,323.9314,308.9209,0.0710
0.68,3925.6945,30415.2442,289.3675,12115059.8347,2106439.3343,26.9573,42.5599,12489.0309,74865.8781,324.5496,309.4720,0.0711
0.681,3920.6510,30472.6236,289.3511,12129384.4470,2112066.0190,26.9592,42.5650,12535.7329,74822.1258,325.1690,310.0241,0.0712
0.682,3915.6279,30529.9881,289.3348,12143699.5212,2117698.4404,26.9604,42.5676,12582.6569,74778.1774,325.7895,310.5770,0.0714
0.683,3910.6252,30587.3379,289.3184,12158005.0635,2123336.5915,26.9610,42.5677,12629.8041,74734.0328,326.4111,311.1309,0.0715
0.684,3905.6429,30644.6729,289.3021,12172301.0796,2128980.4657,26.9610,42.5652,12677.1756,74689.6923,327.0338,311.6857,0.0716
0.685,3900.6807,30701.9934,289.2857,12186587.5758,2134630.0559,26.9603,42.5602,12724.7727,74645.1557,327.6577,312.2414,0.0717
0.686,3895.7387,30759.2994,289.2694,12200864.5578,2140285.3556,26.9590,42.5528,12772.5964,74600.4231,328.2826,312.7981,0.0719
0.687,3890.8166,30816.5911,289.2530,12215132.0319,2145946.3578,26.9572,42.5433,12820.6479,74555.4945,328.9088,313.3557,0.0720
0.6880000000000001,3885.9144,30873.8684,289.2367,12229390.0041,2151613.0557,26.9548,42.5318,12868.9283,74510.3699,329.5360,313.9142,0.0721
0.6890000000000001,3881.0320,30931.1316,289.2203,12243638.4805,2157285.4427,26.9520,42.5187,12917.4390,74465.0491,330.1645,314.4738,0.0723
0.6900000000000001,3876.1693,30988.3807,289.2040,12257877.4673,2162963.5119,26.9489,42.5043,12966.1809,74419.5323,330.7941,315.0342,0.0724
0.6910000000000001,3871.3262,31045.6158,289.1876,12272106.9706,2168647.2566,26.9456,42.4891,13015.1553,74373.8193,331.4248,315.5957,0.0725
0.6920000000000001,3866.5025,31102.8371,289.1713,12286326.9967,2174336.6700,26.9422,42.4737,13064.3635,74327.9100,332.0568,316.1581,0.0727
0.6930000000000001,3861.6982,31160.0446,289.1549,12300537.5518,2180031.7453,26.9389,42.4585,13113.8065,74281.8045,332.6899,316.7215,0.0728
0.6940000000000001,3856.9131,31217.2384,289.1385,12314738.6421,2185732.4760,26.9358,42.4443,13163.4856,74235.5025,333.3242,317.2859,0.0729
0.6950000000000001,3852.1472,31274.4187,289.1222,12328930.2740,2191438.8551,26.9331,42.4317,13213.4020,74189.0040,333.9598,317.8514,0.0731
0.6960000000000001,3847.4003,31331.5855,289.1058,12343112.4537,2197150.8761,26.9310,42.4215,13263.5569,74142.3089,334.5965,318.4178,0.0732
0.6970000000000001,3842.6723,31388.7390,289.0894,12357285.1876,2202868.5322,26.9297,42.4146,13313.9515,74095.4170,335.2344,318.9852,0.0733
0.6980000000000001,3837.9631,31445.8793,289.0731,12371448.4822,2208591.8167,26.9294,42.4118,13364.5870,74048.3282,335.8736,319.5537,0.0735
0.6990000000000001,3833.2726,31503.0064,289.0567,12385602.3438,2214320.7229,26.9304,42.4142,13415.4647,74001.0423,336.5140,320.1231,0.0736
0.7000000000000001,3828.6008,31560.1206,289.0403,12399746.7788,2220055.2441,26.9329,42.4223,13466.5857,73953.5591,337.1556,320.6937,0.0737
0.7010000000000001,3823.9474,31617.2218,289.0239,12413881.7933,2225795.3738,26.9362,42.4336,13517.9514,73905.8785,337.7985,321.2652,0.0739
0.7020000000000001,3819.3124,31674.3101,289.0076,12428007.3936,2231541.1052,26.9400,42.4466,13569.5630,73858.0002,338.4427,321.8378,0.0740
0.7030000000000001,3814.6958,31731.3857,288.9912,12442123.5861,2237292.4317,26.9441,42.4607,13621.4217,73809.9241,339.0881,322.4115,0.0741
0.704,3810.0974,31788.4486,288.9748,12456230.3769,2243049.3466,26.9483,42.4752,13673.5288,73761.6499,339.7347,322.9862,0.0743
0.705,3805.5171,31845.4989,288.9584,12470327.7726,2248811.8433,26.9524,42.4896,13725.8855,73713.1774,340.3827,323.5621,0.0744
0.706,3800.9550,31902.5366,288.9420,12484415.7795,2254579.9152,26.9565,42.5033,13778.4932,73664.5065,341.0319,324.1390,0.0745
0.707,3796.4108,31959.5619,288.9256,12498494.4040,2260353.5557,26.9602,42.5158,13831.3530,73615.6369,341.6824,324.7169,0.0747
0.708,3791.8846,32016.5749,288.9092,12512563.6526,2266132.7582,26.9636,42.5269,13884.4664,73566.5683,342.3343,325.2960,0.0748
0.709,3787.3761,32073.5756,288.8928,12526623.5319,2271917.5160,26.9665,42.5360,13937.8345,73517.3005,342.9874,325.8762,0.0749
0.71,3782.8854,32130.5641,288.8765,12540674.0483,2277707.8226,26.9689,42.5431,13991.4587,73467.8332,343.6419,326.4575,0.0751
0.711,3778.4123,32187.5405,288.8601,12554715.2084,2283503.6715,26.9706,42.5479,14045.3403,73418.1662,344.2977,327.0399,0.0752
0.712,3773.9568,32244.5050,288.8437,12568747.0189,2289305.0560,26.9718,42.5502,14099.4806,73368.2991,344.9548,327.6235,0.0753
0.713,3769.5187,32301.4574,288.8273,12582769.4863,2295111.9697,26.9724,42.5500,14153.8809,73318.2316,345.6132,328.2082,0.0755
0.714,3765.0980,32358.3981,288.8109,12596782.6174,2300924.4059,26.9722,42.5472,14208.5425,73267.9634,346.2731,328.7940,0.0756
0.715,3760.6945,32415.3270,288.7945,12610786.4188,2306742.3582,26.9715,42.5420,14263.4669,73217.4942,346.9342,329.3810,0.0757
0.716,3756.3083,32472.2442,288.7781,12624780.8972,2312565.8201,26.9702,42.5345,14318.6552,73166.8237,347.5968,329.9692,0.0759
0.717,3751.9391,32529.1499,288.7617,12638766.0596,2318394.7850,26.9683,42.5248,14374.1089,73115.9514,348.2607,330.5585,0.0760
0.718,3747.5869,32586.0441,288.7453,12652741.9125,2324229.2464,26.9659,42.5133,14429.8294,73064.8770,348.9260,331.1490,0.0762
0.719,3743.2517,32642.9269,288.7289,12666708.4629,2330069.1979,26.9631,42.5001,14485.8179,73013.6001,349.5927,331.7407,0.0763
0.72,3738.9332,32699.7984,288.7125,12680665.7177,2335914.6330,26.9600,42.4857,14542.0758,72962.1203,350.2608,332.3336,0.0764
0.721,3734.6315,32756.6587,288.6961,12694613.6837,2341765.5452,26.9567,42.4705,14598.6046,72910.4373,350.9304,332.9277,0.0766
0.722,3730.3464,32813.5079,288.6797,12708552.3679,2347621.9281,26.9533,42.4551,14655.4056,72858.5506,351.6013,333.5230,0.0767
0.723,3726.0778,32870.3460,288.6632,12722481.7772,2353483.7753,26.9500,42.4400,14712.4802,72806.4597,352.2737,334.1195,0.0768
0.724,3721.8257,32927.1733,288.6468,12736401.9186,2359351.0802,26.9469,42.4258,14769.8298,72754.1642,352.9475,334.7173,0.0770
0.725,3717.5898,32983.9897,288.6304,12750312.7992,2365223.8366,26.9442,42.4133,14827.4558,72701.6638,353.6228,335.3163,0.0771
0.726,3713.3703,33040.7953,288.6140,12764214.4261,2371102.0379,26.9421,42.4031,14885.3596,72648.9578,354.2995,335.9166,0.0773
0.727,3709.1668,33097.5904,288.5976,12778106.8062,2376985.6778,26.9408,42.3962,14943.5425,72596.0458,354.9777,336.5181,0.0774
0.728,3704.9794,33154.3748,288.5812,12791989.9468,2382874.7499,26.9405,42.3934,15002.0062,72542.9273,355.6573,337.1209,0.0775
0.729,3700.8079,33211.1489,288.5648,12805863.8551,2388769.2479,26.9415,42.3957,15060.7519,72489.6019,356.3385,337.7249,0.0777
0.73,3696.6523,33267.9125,288.5483,12819728.5381,2394669.1653,26.9440,42.4038,15119.7811,72436.0690,357.0211,338.3303,0.0778
0.731,3692.5124,33324.6659,288.5319,12833584.0029,2400574.4958,26.9473,42.4150,15179.0953,72382.3280,357.7053,338.9369,0.0780
0.732,3688.3883,33381.4091,288.5155,12847430.2563,2406485.2331,26.9511,42.4281,15238.6959,72328.3784,358.3910,339.5449,0.0781
0.733,3684.2797,33438.1421,288.4990,12861267.3055,2412401.3709,26.9552,42.4424,15298.5844,72274.2198,359.0781,340.1541,0.0782
0.734,3680.1867,33494.8651,288.4826,12875095.1576,2418322.9028,26.9595,42.4571,15358.7623,72219.8517,359.7669,340.7647,0.0784
0.735,3676.1092,33551.5780,288.4662,12888913.8197,2424249.8225,26.9637,42.4717,15419.2311,72165.2735,360.4571,341.3766,0.0785
0.736,3672.0471,33608.2811,288.4498,12902723.2990,2430182.1238,26.9678,42.4856,15479.9923,72110.4847,361.1490,341.9899,0.0787
0.737,3668.0003,33664.9742,288.4333,12916523.6027,2436119.8003,26.9717,42.4984,15541.0473,72055.4848,361.8423,342.6045,0.0788
0.738,3663.9688,33721.6576,288.4169,12930314.7380,2442062.8457,26.9751,42.5097,15602.3977,72000.2732,362.5373,343.2205,0.0789
0.739,3659.9524,33778.3313,288.4004,12944096.7124,2448011.2539,26.9781,42.5191,15664.0450,71944.8494,363.2338,343.8378,0.0791
0.74,3655.9512,33834.9953,288.3840,12957869.5330,2453965.0185,26.9805,42.5264,15725.9907,71889.2128,363.9320,344.4565,0.0792
0.741,3651.9649,33891.6497,288.3676,12971633.2073,2459924.1334,26.9824,42.5314,15788.2364,71833.3627,364.6317,345.0766,0.0794
0.742,3647.9937,33948.2947,288.3511,12985387.7426,2465888.5923,26.9836,42.5339,15850.7837,71777.2986,365.3331,345.6982,0.0795
0.743,3644.0373,34004.9302,288.3347,12999133.1465,2471858.3890,26.9842,42.5338,15913.6340,71721.0199,366.0360,346.3211,0.0796
0.744,3640.0956,34061.5564,288.3182,13012869.4264,2477833.5173,26.9841,42.5312,15976.7890,71664.5259,366.7406,346.9455,0.0798
