t,M,Ma,B,Ba,Bn,G,I,D,tD,E,R,Em
0.761,3575.2739,35022.8482,288.0385,13244997.6462,2580220.5004,26.9574,42.3920,17098.5948,70670.5179,378.9794,357.7873,0.0823
0.762,3571.5847,35079.3197,288.0220,13258571.0158,2586290.5541,26.9612,42.4052,17167.5113,70610.0266,379.7152,358.4391,0.0824
0.763,3567.9089,35135.7833,288.0055,13272135.4100,2592365.8242,26.9654,42.4197,17236.7640,70549.3057,380.4529,359.0926,0.0826
0.764,3564.2462,35192.2391,287.9890,13285690.8367,2598446.3049,26.9698,42.4348,17306.3546,70488.3545,381.1925,359.7476,0.0827
0.765,3560.5968,35248.6871,287.9725,13299237.3040,2604531.9903,26.9741,42.4498,17376.2849,70427.1722,381.9340,360.4043,0.0828
0.766,3556.9604,35305.1274,287.9561,13312774.8200,2610622.8744,26.9784,42.4643,17446.5566,70365.7580,382.6773,361.0627,0.0830
0.767,3553.3371,35361.5601,287.9396,13326303.3928,2616718.9514,26.9823,42.4777,17517.1716,70304.1111,383.4225,361.7228,0.0831
0.768,3549.7268,35417.9851,287.9231,13339823.0307,2622820.2154,26.9859,42.4896,17588.1317,70242.2306,384.1696,362.3845,0.0833
0.769,3546.1294,35474.4027,287.9066,13353333.7417,2628926.6605,26.9891,42.4996,17659.4386,70180.1157,384.9187,363.0480,0.0834
0.77,3542.5448,35530.8128,287.8901,13366835.5344,2635038.2809,26.9917,42.5075,17731.0943,70117.7655,385.6696,363.7132,0.0836
0.771,3538.9731,35587.2155,287.8736,13380328.4168,2641155.0709,26.9937,42.5131,17803.1006,70055.1791,386.4225,364.3801,0.0837
0.772,3535.4141,35643.6108,287.8572,13393812.3974,2647277.0245,26.9951,42.5161,17875.4593,69992.3557,387.1774,365.0487,0.0839
0.773,3531.8678,35699.9989,287.8407,13407287.4846,2653404.1360,26.9958,42.5165,17948.1722,69929.2943,387.9342,365.7191,0.0840
0.774,3528.3340,35756.3798,287.8242,13420753.6869,2659536.3997,26.9958,42.5143,18021.2414,69865.9940,388.6930,366.3913,0.0842
0.775,3524.8128,35812.7535,287.8077,13434211.0127,2665673.8097,26.9952,42.5096,18094.6685,69802.4538,389.4538,367.0652,0.0843
0.776,3521.3041,35869.1201,287.7912,13447659.4706,2671816.3603,26.9940,42.5023,18168.4556,69738.6729,390.2166,367.7410,0.0845
0.777,3517.8077,35925.4797,287.7747,13461099.0691,2677964.0459,26.9921,42.4927,18242.6046,69674.6502,390.9815,368.4185,0.0846
0.778,3514.3237,35981.8323,287.7582,13474529.8169,2684116.8607,26.9897,42.4811,18317.1173,69610.3847,391.7483,369.0979,0.0848
0.779,3510.8520,36038.1781,287.7417,13487951.7227,2690274.7990,26.9869,42.4677,18391.9958,69545.8755,392.5172,369.7791,0.0849
0.78,3507.3925,36094.5170,287.7252,13501364.7951,2696437.8551,26.9837,42.4529,18467.2419,69481.1216,393.2882,370.4621,0.0851
0.781,3503.9451,36150.8492,287.7087,13514769.0429,2702606.0235,26.9802,42.4371,18542.8576,69416.1219,394.0612,371.1470,0.0853
0.782,3500.5097,36207.1747,287.6922,13528164.4749,2708779.2983,26.9766,42.4210,18618.8448,69350.8754,394.8363,371.8338,0.0854
0.783,3497.0864,36263.4935,287.6757,13541551.1000,2714957.6741,26.9731,42.4049,18695.2056,69285.3810,395.6135,372.5224,0.0856
0.784,3493.6749,36319.8059,287.6592,13554928.9270,2721141.1452,26.9697,42.3896,18771.9420,69219.6377,396.3928,373.2130,0.0857
0.785,3490.2753,36376.1117,287.6427,13568297.9648,2727329.7060,26.9666,42.3758,18849.0558,69153.6443,397.1743,373.9055,0.0859
0.786,3486.8875,36432.4111,287.6262,13581658.2225,2733523.3509,26.9642,42.3643,18926.5492,69087.3999,397.9579,374.5999,0.0860
0.787,3483.5114,36488.7042,287.6097,13595009.7091,2739722.0744,26.9625,42.3558,19004.4242,69020.9032,398.7436,375.2962,0.0862
0.788,3480.1469,36544.9910,287.5931,13608352.4336,2745925.8709,26.9618,42.3513,19082.6828,68954.1532,399.5315,375.9945,0.0863
0.789,3476.7940,36601.2717,287.5766,13621686.4051,2752134.7348,26.9623,42.3518,19161.3270,68887.1487,400.3216,376.6948,0.0865
0.79,3473.4526,36657.5462,287.5601,13635011.6328,2758348.6608,26.9644,42.3582,19240.3589,68819.8886,401.1139,377.3970,0.0866
0.791,3470.1225,36713.8146,287.5436,13648328.1257,2764567.6433,26.9676,42.3692,19319.7806,68752.3717,401.9084,378.1012,0.0868
0.792,3466.8039,36770.0770,287.5271,13661635.8926,2770791.6768,26.9714,42.3823,19399.5942,68684.5969,402.7051,378.8075,0.0869
0.793,3463.4966,36826.3334,287.5105,13674934.9426,2777020.7558,26.9756,42.3968,19479.8018,68616.5631,403.5041,379.5158,0.0871
0.794,3460.2005,36882.5839,287.4940,13688225.2849,2783254.8750,26.9800,42.4119,19560.4055,68548.2694,404.3053,380.2261,0.0873
0.795,3456.9157,36938.8285,287.4775,13701506.9284,2789494.0289,26.9844,42.4272,19641.4076,68479.7147,405.1087,380.9385,0.0874
0.796,3453.6421,36995.0673,287.4610,13714779.8826,2795738.2120,26.9887,42.4419,19722.8101,68410.8978,405.9145,381.6530,0.0876
0.797,3450.3796,37051.3003,287.4444,13728044.1565,2801987.4190,26.9928,42.4555,19804.6152,68341.8176,406.7226,382.3695,0.0877
0.798,3447.1282,37107.5276,287.4279,13741299.7595,2808241.6445,26.9964,42.4678,19886.8252,68272.4730,407.5329,383.0882,0.0879
0.799,3443.8878,37163.7491,287.4114,13754546.7009,2814500.8832,26.9997,42.4782,19969.4421,68202.8629,408.3456,383.8090,0.0880
0.8,3440.6584,37219.9651,287.3948,13767784.9902,2820765.1297,27.0024,42.4865,20052.4683,68132.9862,409.1607,384.5319,0.0882
0.801,3437.4399,37276.1754,287.3783,13781014.6368,2827034.3786,27.0045,42.4924,20135.9060,68062.8415,409.9781,385.2569,0.0884
0.802,3434.2323,37332.3802,287.3618,13794235.6502,2833308.6248,27.0060,42.4958,20219.7573,67992.4278,410.7978,385.9841,0.0885
0.803,3431.0355,37388.5796,287.3452,13807448.0399,2839587.8630,27.0068,42.4966,20304.0246,67921.7437,411.6200,386.7135,0.0887
0.804,3427.8495,37444.7735,287.3287,13820651.8156,2845872.0878,27.0069,42.4948,20388.7101,67850.7882,412.4446,387.4452,0.0888
0.805,3424.6742,37500.9620,287.3122,13833846.9869,2852161.2940,27.0064,42.4904,20473.8162,67779.5599,413.2716,388.1790,0.0890
0.806,3421.5095,37557.1452,287.2956,13847033.5636,2858455.4765,27.0052,42.4834,20559.3450,67708.0577,414.1010,388.9150,0.0892
0.807,3418.3554,37613.3231,287.2791,13860211.5554,2864754.6300,27.0034,42.4741,20645.2990,67636.2801,414.9329,389.6533,0.0893
0.808,3415.2119,37669.4959,287.2625,13873380.9720,2871058.7494,27.0011,42.4627,20731.6805,67564.2259,415.7672,390.3939,0.0895
0.809,3412.0788,37725.6634,287.2460,13886541.8235,2877367.8295,26.9983,42.4495,20818.4918,67491.8939,416.6041,391.1367,0.0896
0.81,3408.9562,37781.8259,287.2294,13899694.1197,2883681.8651,26.9952,42.4349,20905.7352,67419.2826,417.4434,391.8818,0.0898
0.811,3405.8440,37837.9833,287.2129,13912837.8705,2890000.8512,26.9918,42.4193,20993.4132,67346.3907,418.2852,392.6293,0.0900
0.812,3402.7420,37894.1358,287.1963,13925973.0861,2896324.7827,26.9882,42.4032,21081.5281,67273.2169,419.1296,393.3791,0.0901
0.8130000000000001,3399.6503,37950.2833,287.1798,13939099.7764,2902653.6544,26.9847,42.3872,21170.0823,67199.7598,419.9766,394.1312,0.0903
0.8140000000000001,3396.5688,38006.4259,287.1632,13952217.9516,2908987.4613,26.9813,42.3719,21259.0783,67126.0180,420.8261,394.8857,0.0904
0.8150000000000001,3393.4974,38062.5637,287.1467,13965327.6219,2915326.1984,26.9783,42.3581,21348.5184,67051.9901,421.6782,395.6426,0.0906
0.8160000000000001,3390.4361,38118.6968,287.1301,13978428.7975,2921669.8606,26.9758,42.3464,21438.4051,66977.6747,422.5329,396.4018,0.0908
0.8170000000000001,3387.3848,38174.8251,287.1136,13991521.4887,2928018.4430,26.9741,42.3378,21528.7409,66903.0703,423.3902,397.1635,0.0909
0.8180000000000001,3384.3435,38230.9489,287.0970,14004605.7058,2934371.9406,26.9733,42.3332,21619.5283,66828.1754,424.2502,397.9277,0.0911
0.8190000000000001,3381.3120,38287.0680,287.0804,14017681.4592,2940730.3484,26.9738,42.3335,21710.7697,66752.9886,425.1128,398.6943,0.0913
0.8200000000000001,3378.2903,38343.1827,287.0639,14030748.7593,2947093.6615,26.9759,42.3397,21802.4676,66677.5084,425.9781,399.4633,0.0914
0.8210000000000001,3375.2785,38399.2928,287.0473,14043807.6164,2953461.8749,26.9790,42.3506,21894.6246,66601.7332,426.8460,400.2349,0.0916
0.8220000000000001,3372.2763,38455.3986,287.0307,14056858.0408,2959834.9839,26.9828,42.3635,21987.2432,66525.6618,427.7167,401.0089,0.0918
0.8230000000000001,3369.2839,38511.5000,287.0142,14069900.0428,2966212.9835,26.9869,42.3778,22080.3261,66449.2928,428.5901,401.7855,0.0919
0.8240000000000001,3366.3011,38567.5970,286.9976,14082933.6328,2972595.8689,26.9912,42.3927,22173.8759,66372.6247,429.4663,402.5646,0.0921
0.8250000000000001,3363.3279,38623.6896,286.9810,14095958.8212,2978983.6352,26.9956,42.4077,22267.8951,66295.6562,430.3452,403.3463,0.0922
0.8260000000000001,3360.3643,38679.7781,286.9645,14108975.6187,2985376.2776,26.9998,42.4221,22362.3864,66218.3859,431.2269,404.1306,0.0924
0.8270000000000001,3357.4103,38735.8622,286.9479,14121984.0357,2991773.7913,27.0038,42.4356,22457.3524,66140.8124,432.1114,404.9175,0.0926
0.8280000000000001,3354.4657,38791.9422,286.9313,14134984.0830,2998176.1716,27.0074,42.4476,22552.7959,66062.9342,432.9987,405.7070,0.0927
0.8290000000000001,3351.5306,38848.0180,286.9147,14147975.7713,3004583.4137,27.0106,42.4578,22648.7195,65984.7498,433.8889,406.4991,0.0929
0.8300000000000001,3348.6049,38904.0897,286.8981,14160959.1113,3010995.5129,27.0133,42.4659,22745.1258,65906.2579,434.7819,407.2940,0.0931
0.8310000000000001,3345.6886,38960.1574,286.8816,14173934.1139,3017412.4645,27.0153,42.4717,22842.0177,65827.4567,435.6777,408.0914,0.0933
0.8320000000000001,3342.7816,39016.2210,286.8650,14186900.7899,3023834.2639,27.0168,42.4750,22939.3979,65748.3449,436.5765,408.8916,0.0934
0.833,3339.8839,39072.2806,286.8484,14199859.1504,3030260.9064,27.0176,42.4758,23037.2691,65668.9209,437.4782,409.6945,0.0936
0.834,3336.9954,39128.3362,286.8318,14212809.2064,3036692.3873,27.0177,42.4739,23135.6341,65589.1831,438.3828,410.5002,0.0938
0.835,3334.1161,39184.3880,286.8152,14225750.9690,3043128.7021,27.0172,42.4695,23234.4957,65509.1299,439.2904,411.3086,0.0939
0.836,3331.2459,39240.4359,286.7986,14238684.4492,3049569.8463,27.0160,42.4627,23333.8568,65428.7597,440.2010,412.1198,0.0941
0.837,3328.3848,39296.4800,286.7820,14251609.6583,3056015.8152,27.0143,42.4535,23433.7201,65348.0709,441.1145,412.9338,0.0943
0.838,3325.5328,39352.5203,286.7655,14264526.6077,3062466.6044,27.0120,42.4423,23534.0885,65267.0618,442.0311,413.7506,0.0944
0.839,3322.6898,39408.5570,286.7489,14277435.3085,3068922.2093,27.0093,42.4294,23634.9649,65185.7308,442.9506,414.5703,0.0946
0.84,3319.8557,39464.5899,286.7323,14290335.7722,3075382.6255,27.0062,42.4150,23736.3522,65104.0762,443.8733,415.3929,0.0948
0.841,3317.0306,39520.6192,286.7157,14303228.0103,3081847.8485,27.0029,42.3998,23838.2533,65022.0963,444.7990,416.2183,0.0950
0.842,3314.2143,39576.6450,286.6991,14316112.0342,3088317.8739,26.9995,42.3841,23940.6710,64939.7893,445.7278,417.0466,0.0951
0.843,3311.4068,39632.6672,286.6825,14328987.8556,3094792.6973,26.9960,42.3685,24043.6085,64857.1535,446.6597,417.8779,0.0953
0.844,3308.6081,39688.6859,286.6659,14341855.4861,3101272.3143,26.9928,42.3536,24147.0685,64774.1872,447.5948,418.7121,0.0955
0.845,3305.8180,39744.7012,286.6493,14354714.9373,3107756.7206,26.9899,42.3403,24251.0541,64690.8885,448.5330,419.5493,0.0956
0.846,3303.0367,39800.7131,286.6327,14367566.2211,3114245.9119,26.9875,42.3291,24355.5683,64607.2556,449.4744,420.3895,0.0958
0.847,3300.2639,39856.7217,286.6161,14380409.3492,3120739.8837,26.9859,42.3210,24460.6141,64523.2867,450.4190,421.2328,0.0960
0.848,3297.4997,39912.7270,286.5995,14393244.3336,3127238.6320,26.9853,42.3169,24566.1945,64438.9800,451.3669,422.0790,0.0962
0.849,3294.7439,39968.7291,286.5829,14406071.1861,3133742.1523,26.9860,42.3177,24672.3126,64354.3335,452.3179,422.9283,0.0963
0.85,3291.9966,40024.7281,286.5662,14418889.9189,3140250.4405,26.9881,42.3243,24778.9715,64269.3455,453.2723,423.7808,0.0965
0.851,3289.2577,40080.7238,286.5496,14431700.5437,3146763.4925,26.9913,42.3351,24886.1743,64184.0140,454.2299,424.6363,0.0967
0.852,3286.5272,40136.7165,286.5330,14444503.0724,3153281.3040,26.9950,42.3479,24993.9242,64098.3373,455.1908,425.4950,0.0969
0.853,3283.8051,40192.7061,286.5164,14457297.5169,3159803.8709,26.9991,42.3619,25102.2243,64012.3136,456.1551,426.3568,0.0970
0.854,3281.0912,40248.6927,286.4998,14470083.8893,3166331.1890,27.0033,42.3766,25211.0779,63925.9414,457.1227,427.2218,0.0972
0.855,3278.3856,40304.6762,286.4832,14482862.2017,3172863.2543,27.0076,42.3912,25320.4881,63839.2187,458.0937,428.0900,0.0974
0.856,3275.6883,40360.6567,286.4665,14495632.4662,3179400.0627,27.0117,42.4052,25430.4583,63752.1439,459.0682,428.9615,0.0976
0.857,3272.9992,40416.6343,286.4499,14508394.6951,3185941.6102,27.0156,42.4183,25540.9916,63664.7151,460.0460,429.8362,0.0978
0.858,3270.3182,40472.6090,286.4333,14521148.9007,3192487.8926,27.0191,42.4298,25652.0913,63576.9306,461.0273,430.7142,0.0979
0.859,3267.6454,40528.5808,286.4167,14533895.0954,3199038.9062,27.0222,42.4396,25763.7608,63488.7884,462.0120,431.5954,0.0981
0.86,3264.9808,40584.5497,286.4000,14546633.2917,3205594.6468,27.0247,42.4474,25876.0035,63400.2867,463.0003,432.4801,0.0983
0.861,3262.3242,40640.5158,286.3834,14559363.5021,3212155.1106,27.0267,42.4528,25988.8226,63311.4236,463.9920,433.3680,0.0985
0.862,3259.6756,40696.4792,286.3668,14572085.7391,3218720.2937,27.0281,42.4558,26102.2215,63222.1972,464.9874,434.2594,0.0986
0.863,3257.0350,40752.4398,286.3502,14584800.0156,3225290.1922,27.0288,42.4563,26216.2037,63132.6056,465.9862,435.1542,0.0988
0.864,3254.4025,40808.3976,286.3335,14597506.3443,3231864.8023,27.0289,42.4542,26330.7725,63042.6467,466.9887,436.0523,0.0990
0.865,3251.7778,40864.3528,286.3169,14610204.7380,3238444.1201,27.0283,42.4496,26445.9315,62952.3185,467.9948,436.9540,0.0992
0.866,3249.1610,40920.3053,286.3003,14622895.2095,3245028.1420,27.0271,42.4426,26561.6841,62861.6192,469.0046,437.8591,0.0994
0.867,3246.5521,40976.2553,286.2836,14635577.7720,3251616.8642,27.0254,42.4334,26678.0337,62770.5465,470.0180,438.7678,0.0996
0.868,3243.9510,41032.2027,286.2670,14648252.4385,3258210.2829,27.0231,42.4223,26794.9840,62679.0984,471.0351,439.6800,0.0997
0.869,3241.3577,41088.1475,286.2503,14660919.2221,3264808.3946,27.0204,42.4094,26912.5384,62587.2729,472.0559,440.5957,0.0999
0.87,3238.7721,41144.0899,286.2337,14673578.1359,3271411.1954,27.0174,42.3952,27030.7006,62495.0678,473.0804,441.5151,0.1001
0.871,3236.1942,41200.0298,286.2171,14686229.1933,3278018.6819,27.0141,42.3801,27149.4741,62402.4809,474.1088,442.4380,0.1003
0.872,3233.6239,41255.9673,286.2004,14698872.4077,3284630.8504,27.0107,42.3646,27268.8625,62309.5102,475.1409,443.3646,0.1005
0.873,3231.0613,41311.9025,286.1838,14711507.7925,3291247.6973,27.0073,42.3493,27388.8695,62216.1533,476.1768,444.2949,0.1007
0.874,3228.5062,41367.8353,286.1671,14724135.3611,3297869.2192,27.0042,42.3348,27509.4988,62122.4082,477.2166,445.2289,0.1008
0.875,3225.9586,41423.7659,286.1505,14736755.1271,3304495.4125,27.0014,42.3218,27630.7539,62028.2725,478.2603,446.1666,0.1010
0.876,3223.4185,41479.6942,286.1338,14749367.1043,3311126.2738,26.9991,42.3110,27752.6387,61933.7440,479.3079,447.1081,0.1012
0.877,3220.8859,41535.6203,286.1172,14761971.3063,3317761.7996,26.9976,42.3033,27875.1568,61838.8203,480.3594,448.0533,0.1014
0.878,3218.3606,41591.5443,286.1005,14774567.7468,3324401.9865,26.9971,42.2996,27998.3121,61743.4992,481.4149,449.0024,0.1016
0.879,3215.8427,41647.4662,286.0839,14787156.4399,3331046.8311,26.9979,42.3007,28122.1082,61647.7784,482.4743,449.9554,0.1018
0.88,3213.3320,41703.3860,286.0672,14799737.3994,3337696.3301,27.0001,42.3077,28246.5490,61551.6554,483.5378,450.9122,0.1020
0.881,3210.8287,41759.3038,286.0506,14812310.6392,3344350.4802,27.0033,42.3185,28371.6384,61455.1279,484.6053,451.8729,0.1021
0.882,3208.3325,41815.2195,286.0339,14824876.1731,3351009.2783,27.0070,42.3312,28497.3804,61358.1938,485.6768,452.8375,0.1023
0.883,3205.8436,41871.1333,286.0172,14837434.0151,3357672.7209,27.0111,42.3452,28623.7788,61260.8508,486.7525,453.8061,0.1025
0.884,3203.3619,41927.0452,286.0006,14849984.1791,3364340.8049,27.0153,42.3598,28750.8376,61163.0970,487.8323,454.7787,0.1027
0.885,3200.8874,41982.9550,285.9839,14862526.6793,3371013.5271,27.0195,42.3743,28878.5609,61064.9300,488.9162,455.7553,0.1029
0.886,3198.4200,42038.8630,285.9672,14875061.5298,3377690.8843,27.0236,42.3883,29006.9525,60966.3477,490.0044,456.7360,0.1031
0.887,3195.9597,42094.7691,285.9506,14887588.7450,3384372.8734,27.0275,42.4012,29136.0167,60867.3478,491.0967,457.7208,0.1033
0.888,3193.5065,42150.6734,285.9339,14900108.3392,3391059.4914,27.0310,42.4127,29265.7574,60767.9281,492.1933,458.7097,0.1035
0.889,3191.0603,42206.5758,285.9172,14912620.3269,3397750.7352,27.0341,42.4224,29396.1787,60668.0861,493.2942,459.7027,0.1037
0.89,3188.6212,42262.4764,285.9005,14925124.7227,3404446.6018,27.0366,42.4300,29527.2849,60567.8196,494.3993,460.7000,0.1039
0.891,3186.1891,42318.3752,285.8839,14937621.5412,3411147.0883,27.0386,42.4354,29659.0801,60467.1263,495.5088,461.7014,0.1041
0.892,3183.7639,42374.2723,285.8672,14950110.7971,3417852.1917,27.0399,42.4382,29791.5684,60366.0036,496.6226,462.7071,0.1042
0.893,3181.3457,42430.1676,285.8505,14962592.5054,3424561.9091,27.0406,42.4386,29924.7542,60264.4492,497.7409,463.7171,0.1044
0.894,3178.9345,42486.0613,285.8338,14975066.6808,3431276.2377,27.0406,42.4364,30058.6416,60162.4606,498.8636,464.7314,0.1046
0.895,3176.5301,42541.9533,285.8172,14987533.3385,3437995.1747,27.0400,42.4317,30193.2350,60060.0353,499.9907,465.7500,0.1048
0.896,3174.1325,42597.8437,285.8005,14999992.4935,3444718.7173,27.0388,42.4247,30328.5387,59957.1707,501.1223,466.7731,0.1050
0.897,3171.7418,42653.7325,285.7838,15012444.1611,3451446.8627,27.0371,42.4153,30464.5571,59853.8644,502.2584,467.8005,0.1052
0.898,3169.3578,42709.6198,285.7671,15024888.3564,3458179.6083,27.0348,42.4040,30601.2944,59750.1136,503.3991,468.8324,0.1054
0.899,3166.9806,42765.5055,285.7504,15037325.0949,3464916.9514,27.0320,42.3911,30738.7552,59645.9159,504.5444,469.8688,0.1056
0.9,3164.6101,42821.3897,285.7337,15049754.3921,3471658.8894,27.0290,42.3768,30876.9438,59541.2684,505.6942,470.9097,0.1058
0.901,3162.2463,42877.2724,285.7170,15062176.2634,3478405.4197,27.0257,42.3615,31015.8648,59436.1687,506.8488,471.9551,0.1060
0.902,3159.8891,42933.1537,285.7004,15074590.7246,3485156.5397,27.0222,42.3459,31155.5226,59330.6138,508.0080,473.0052,0.1062
0.903,3157.5385,42989.0336,285.6837,15086997.7914,3491912.2470,27.0188,42.3305,31295.9219,59224.6012,509.1719,474.0598,0.1064
0.904,3155.1945,43044.9122,285.6670,15099397.4796,3498672.5390,27.0156,42.3158,31437.0670,59118.1280,510.3406,475.1192,0.1066
0.905,3152.8571,43100.7895,285.6503,15111789.8052,3505437.4133,27.0128,42.3026,31578.9627,59011.1913,511.5140,476.1832,0.1068
0.906,3150.5261,43156.6654,285.6336,15124174.7840,3512206.8676,27.0105,42.2917,31721.6135,58903.7885,512.6923,477.2520,0.1070
0.907,3148.2016,43212.5402,285.6169,15136552.4323,3518980.8994,27.0089,42.2837,31865.0241,58795.9165,513.8754,478.3255,0.1072
0.908,3145.8835,43268.4137,285.6002,15148922.7663,3525759.5065,27.0084,42.2797,32009.1992,58687.5725,515.0634,479.4039,0.1074
0.909,3143.5718,43324.2860,285.5835,15161285.8021,3532542.6865,27.0091,42.2806,32154.1435,58578.7535,516.2564,480.4871,0.1076
0.91,3141.2664,43380.1572,285.5668,15173641.5562,3539330.4373,27.0112,42.2872,32299.8617,58469.4567,517.4542,481.5751,0.1078
0.911,3138.9673,43436.0274,285.5501,15185990.0449,3546122.7566,27.0144,42.2980,32446.3588,58359.6789,518.6571,482.6681,0.1080
0.912,3136.6745,43491.8964,285.5334,15198331.2846,3552919.6424,27.0181,42.3108,32593.6396,58249.4176,519.8650,483.7661,0.1082
0.913,3134.3880,43547.7644,285.5167,15210665.2916,3559721.0926,27.0222,42.3250,32741.7090,58138.6701,521.0780,484.8691,0.1084
0.914,3132.1078,43603.6313,285.4999,15222992.0824,3566527.1050,27.0265,42.3398,32890.5719,58027.4336,522.2960,485.9771,0.1086
0.915,3129.8338,43659.4972,285.4832,15235311.6736,3573337.6776,27.0308,42.3546,33040.2335,57915.7055,523.5192,487.0902,0.1088
0.916,3127.5660,43715.3621,285.4665,15247624.0821,3580152.8083,27.0350,42.3688,33190.6986,57803.4830,524.7476,488.2084,0.1090
0.917,3125.3043,43771.2260,285.4498,15259929.3245,3586972.4953,27.0390,42.3821,33341.9724,57690.7632,525.9812,489.3318,0.1093
0.918,3123.0489,43827.0889,285.4331,15272227.4180,3593796.7367,27.0426,42.3939,33494.0600,57577.5433,527.2200,490.4604,0.1095
0.919,3120.7996,43882.9509,285.4164,15284518.3794,3600625.5305,27.0457,42.4039,33646.9665,57463.8204,528.4642,491.5942,0.1097
0.92,3118.5564,43938.8119,285.3996,15296802.2261,3607458.8751,27.0484,42.4119,33800.6970,57349.5915,529.7136,492.7333,0.1099
0.921,3116.3194,43994.6721,285.3829,15309078.9753,3614296.7685,27.0504,42.4175,33955.2568,57234.8538,530.9684,493.8777,0.1101
0.922,3114.0884,44050.5314,285.3662,15321348.6445,3621139.2091,27.0518,42.4207,34110.6512,57119.6041,532.2286,495.0275,0.1103
0.923,3111.8634,44106.3898,285.3495,15333611.2510,3627986.1953,27.0526,42.4213,34266.8855,57003.8395,533.4943,496.1827,0.1105
0.924,3109.6445,44162.2474,285.3327,15345866.8126,3634837.7255,27.0527,42.4193,34423.9650,56887.5568,534.7654,497.3434,0.1107
0.925,3107.4316,44218.1043,285.3160,15358115.3470,3641693.7979,27.0521,42.4147,34581.8950,56770.7529,536.0421,498.5096,0.1109
0.926,3105.2246,44273.9603,285.2993,15370356.8721,3648554.4113,27.0509,42.4077,34740.6810,56653.4247,537.3243,499.6813,0.1111
0.927,3103.0236,44329.8156,285.2826,15382591.4058,3655419.5639,27.0492,42.3984,34900.3285,56535.5689,538.6121,500.8585,0.1113
0.928,3100.8285,44385.6702,285.2658,15394818.9661,3662289.2546,27.0469,42.3871,35060.8429,56417.1822,539.9055,502.0415,0.1116
0.929,3098.6393,44441.5240,285.2491,15407039.5714,3669163.4817,27.0441,42.3740,35222.2298,56298.2615,541.2047,503.2301,0.1118
0.93,3096.4560,44497.3773,285.2324,15419253.2398,3676042.2442,27.0410,42.3595,35384.4947,56178.8033,542.5095,504.4244,0.1120
0.931,3094.2785,44553.2298,285.2156,15431459.9899,3682925.5405,27.0376,42.3440,35547.6432,56058.8043,543.8202,505.6244,0.1122
0.932,3092.1067,44609.0818,285.1989,15443659.8400,3689813.3696,27.0341,42.3281,35711.6811,55938.2611,545.1366,506.8303,0.1124
0.933,3089.9408,44664.9332,285.1822,15455852.8090,3696705.7302,27.0306,42.3123,35876.6140,55817.1702,546.4589,508.0421,0.1126
0.934,3087.7806,44720.7841,285.1654,15468038.9154,3703602.6211,27.0273,42.2971,36042.4475,55695.5282,547.7871,509.2597,0.1128
0.935,3085.6260,44776.6345,285.1487,15480218.1783,3710504.0414,27.0243,42.2834,36209.1876,55573.3315,549.1212,510.4833,0.1131
0.936,3083.4772,44832.4844,285.1319,15492390.6165,3717409.9899,27.0219,42.2719,36376.8399,55450.5766,550.4614,511.7129,0.1133
0.937,3081.3339,44888.3338,285.1152,15504556.2491,3724320.4656,27.0202,42.2633,36545.4103,55327.2599,551.8075,512.9486,0.1135
0.9380000000000001,3079.1963,44944.1828,285.0985,15516715.0954,3731235.4676,27.0194,42.2586,36714.9048,55203.3776,553.1597,514.1903,0.1137
0.9390000000000001,3077.0642,45000.0315,285.0817,15528867.1746,3738154.9951,27.0199,42.2588,36885.3292,55078.9262,554.5180,515.4382,0.1139
0.9400000000000001,3074.9377,45055.8798,285.0650,15541012.5063,3745079.0470,27.0219,42.2647,37056.6895,54953.9019,555.8825,516.6923,0.1142
0.9410000000000001,3072.8166,45111.7278,285.0482,15553151.1098,3752007.6228,27.0250,42.2754,37228.9918,54828.3009,557.2532,517.9527,0.1144
0.9420000000000001,3070.7011,45167.5755,285.0314,15565283.0046,3758940.7217,27.0288,42.2882,37402.2424,54702.1199,558.6302,519.2193,0.1146
0.9430000000000001,3068.5910,45223.4229,285.0147,15577408.2103,3765878.3431,27.0329,42.3025,37576.4473,54575.3555,560.0134,520.4923,0.1148
0.9440000000000001,3066.4864,45279.2701,284.9979,15589526.7465,3772820.4862,27.0373,42.3174,37751.6128,54448.0044,561.4030,521.7716,0.1150
0.9450000000000001,3064.3872,45335.1169,284.9812,15601638.6329,3779767.1504,27.0416,42.3325,37927.7453,54320.0630,562.7990,523.0575,0.1153
0.9460000000000001,3062.2935,45390.9636,284.9644,15613743.8895,3786718.3353,27.0459,42.3471,38104.8509,54191.5279,564.2014,524.3498,0.1155
0.9470000000000001,3060.2051,45446.8100,284.9476,15625842.5363,3793674.0404,27.0500,42.3608,38282.9362,54062.3956,565.6103,525.6487,0.1157
0.9480000000000001,3058.1222,45502.6562,284.9309,15637934.5936,3800634.2651,27.0537,42.3730,38462.0074,53932.6624,567.0258,526.9541,0.1159
0.9490000000000001,3056.0446,45558.5022,284.9141,15650020.0816,3807599.0092,27.0569,42.3834,38642.0712,53802.3248,568.4478,528.2663,0.1162
0.9500000000000001,3053.9724,45614.3480,284.8974,15662099.0210,3814568.2724,27.0597,42.3918,38823.1341,53671.3791,569.8765,529.5852,0.1164
0.9510000000000001,3051.9055,45670.1937,284.8806,15674171.4323,3821542.0545,27.0618,42.3978,39005.2026,53539.8214,571.3118,530.9108,0.1166
